index,VocalTractLength,AirSacLength,AirSacArea,LipProtrusion,LipRounding,F1,F2
50742,18,2,24,3.6,0.8,380,799
50832,18,2,24,3.6,1,380,799
50562,18,2,24,3.6,0.4,381,799
50652,18,2,24,3.6,0.6,381,799
16905,16,2,25,3.8,0.6,411,799
16995,16,2,25,3.8,0.8,411,799
24375,16.5,2,25,3.4,0.2,411,799
31755,17,2,25,2.8,0.6,411,799
31845,17,2,25,2.8,0.8,411,799
39225,17.5,2,25,2.4,0.2,411,799
46605,18,2,25,1.8,0.6,411,799
46695,18,2,25,1.8,0.8,411,799
16815,16,2,25,3.8,0.4,412,799
24195,16.5,2,25,3.2,0.8,412,799
24285,16.5,2,25,3.2,1,412,799
31665,17,2,25,2.8,0.4,412,799
39045,17.5,2,25,2.2,0.8,412,799
39135,17.5,2,25,2.2,1,412,799
46515,18,2,25,1.8,0.4,412,799
16725,16,2,25,3.8,0.2,413,799
31575,17,2,25,2.8,0.2,413,799
46425,18,2,25,1.8,0.2,413,799
13398,16,2,26,2.2,0.8,441,799
28248,17,2,26,1.2,0.8,441,799
43098,18,2,26,0.2,0.8,441,799
5928,15.5,2,26,2.8,0.2,442,799
13308,16,2,26,2.2,0.6,442,799
20778,16.5,2,26,1.8,0.2,442,799
28158,17,2,26,1.2,0.6,442,799
35628,17.5,2,26,0.8,0.2,442,799
43008,18,2,26,0.2,0.6,442,799
5838,15.5,2,26,2.6,1,443,799
13218,16,2,26,2.2,0.4,443,799
20688,16.5,2,26,1.6,1,443,799
28068,17,2,26,1.2,0.4,443,799
35538,17.5,2,26,0.6,1,443,799
42918,18,2,26,0.2,0.4,443,799
3141,15.5,2,27,1.4,1,468,799
10521,16,2,27,1,0.4,468,799
17991,16.5,2,27,0.4,1,468,799
3051,15.5,2,27,1.4,0.8,469,799
10431,16,2,27,1,0.2,469,799
17901,16.5,2,27,0.4,0.8,469,799
2961,15.5,2,27,1.4,0.6,470,799
17811,16.5,2,27,0.4,0.6,470,799
894,15.5,2,28,0.4,1,490,799
804,15.5,2,28,0.4,0.8,491,799
50472,18,2,24,3.6,0.2,382,800
50292,18,2,24,3.4,0.8,383,800
50382,18,2,24,3.4,1,383,800
50202,18,2,24,3.4,0.6,384,800
24105,16.5,2,25,3.2,0.6,413,800
38955,17.5,2,25,2.2,0.6,413,800
16545,16,2,25,3.6,0.8,414,800
16635,16,2,25,3.6,1,414,800
24015,16.5,2,25,3.2,0.4,414,800
31395,17,2,25,2.6,0.8,414,800
31485,17,2,25,2.6,1,414,800
38865,17.5,2,25,2.2,0.4,414,800
46245,18,2,25,1.6,0.8,414,800
46335,18,2,25,1.6,1,414,800
16455,16,2,25,3.6,0.6,415,800
23925,16.5,2,25,3.2,0.2,415,800
31305,17,2,25,2.6,0.6,415,800
38775,17.5,2,25,2.2,0.2,415,800
46155,18,2,25,1.6,0.6,415,800
5748,15.5,2,26,2.6,0.8,443,800
20598,16.5,2,26,1.6,0.8,443,800
35448,17.5,2,26,0.6,0.8,443,800
5658,15.5,2,26,2.6,0.6,444,800
13128,16,2,26,2.2,0.2,444,800
20508,16.5,2,26,1.6,0.6,444,800
27978,17,2,26,1.2,0.2,444,800
35358,17.5,2,26,0.6,0.6,444,800
42828,18,2,26,0.2,0.2,444,800
5568,15.5,2,26,2.6,0.4,445,800
12948,16,2,26,2,0.8,445,800
13038,16,2,26,2,1,445,800
20418,16.5,2,26,1.6,0.4,445,800
27798,17,2,26,1,0.8,445,800
27888,17,2,26,1,1,445,800
35268,17.5,2,26,0.6,0.4,445,800
2871,15.5,2,27,1.4,0.4,470,800
10341,16,2,27,0.8,1,470,800
17721,16.5,2,27,0.4,0.4,470,800
2781,15.5,2,27,1.4,0.2,471,800
10251,16,2,27,0.8,0.8,471,800
17631,16.5,2,27,0.4,0.2,471,800
714,15.5,2,28,0.4,0.6,492,800
624,15.5,2,28,0.4,0.4,493,800
42732,17.5,2,24,3.8,1,384,801
42642,17.5,2,24,3.8,0.8,385,801
50022,18,2,24,3.4,0.2,385,801
50112,18,2,24,3.4,0.4,385,801
42462,17.5,2,24,3.8,0.4,386,801
42552,17.5,2,24,3.8,0.6,386,801
49932,18,2,24,3.2,1,386,801
23835,16.5,2,25,3,1,415,801
38685,17.5,2,25,2,1,415,801
16365,16,2,25,3.6,0.4,416,801
23745,16.5,2,25,3,0.8,416,801
31215,17,2,25,2.6,0.4,416,801
38595,17.5,2,25,2,0.8,416,801
46065,18,2,25,1.6,0.4,416,801
16185,16,2,25,3.4,1,417,801
16275,16,2,25,3.6,0.2,417,801
23655,16.5,2,25,3,0.6,417,801
31035,17,2,25,2.4,1,417,801
31125,17,2,25,2.6,0.2,417,801
38505,17.5,2,25,2,0.6,417,801
45885,18,2,25,1.4,1,417,801
45975,18,2,25,1.6,0.2,417,801
23565,16.5,2,25,3,0.4,418,801
38415,17.5,2,25,2,0.4,418,801
5478,15.5,2,26,2.6,0.2,446,801
12858,16,2,26,2,0.6,446,801
20328,16.5,2,26,1.6,0.2,446,801
27708,17,2,26,1,0.6,446,801
35178,17.5,2,26,0.6,0.2,446,801
5388,15.5,2,26,2.4,1,447,801
12768,16,2,26,2,0.4,447,801
20238,16.5,2,26,1.4,1,447,801
27618,17,2,26,1,0.4,447,801
35088,17.5,2,26,0.4,1,447,801
5298,15.5,2,26,2.4,0.8,448,801
12678,16,2,26,2,0.2,448,801
20148,16.5,2,26,1.4,0.8,448,801
27528,17,2,26,1,0.2,448,801
34998,17.5,2,26,0.4,0.8,448,801
2691,15.5,2,27,1.2,1,472,801
10161,16,2,27,0.8,0.6,472,801
17541,16.5,2,27,0.2,1,472,801
2601,15.5,2,27,1.2,0.8,473,801
10071,16,2,27,0.8,0.4,473,801
17451,16.5,2,27,0.2,0.8,473,801
9981,16,2,27,0.8,0.2,474,801
534,15.5,2,28,0.4,0.2,494,801
42372,17.5,2,24,3.8,0.2,387,802
49752,18,2,24,3.2,0.6,387,802
49842,18,2,24,3.2,0.8,387,802
42192,17.5,2,24,3.6,0.8,388,802
42282,17.5,2,24,3.6,1,388,802
49662,18,2,24,3.2,0.4,388,802
49572,18,2,24,3.2,0.2,389,802
16095,16,2,25,3.4,0.8,418,802
23475,16.5,2,25,3,0.2,418,802
30945,17,2,25,2.4,0.8,418,802
38325,17.5,2,25,2,0.2,418,802
45795,18,2,25,1.4,0.8,418,802
8535,15.5,2,25,3.8,1,419,802
16005,16,2,25,3.4,0.6,419,802
23385,16.5,2,25,2.8,1,419,802
30855,17,2,25,2.4,0.6,419,802
38235,17.5,2,25,1.8,1,419,802
45705,18,2,25,1.4,0.6,419,802
8445,15.5,2,25,3.8,0.8,420,802
15915,16,2,25,3.4,0.4,420,802
23295,16.5,2,25,2.8,0.8,420,802
30765,17,2,25,2.4,0.4,420,802
38145,17.5,2,25,1.8,0.8,420,802
45615,18,2,25,1.4,0.4,420,802
5208,15.5,2,26,2.4,0.6,448,802
20058,16.5,2,26,1.4,0.6,448,802
34908,17.5,2,26,0.4,0.6,448,802
5118,15.5,2,26,2.4,0.4,449,802
12588,16,2,26,1.8,1,449,802
19968,16.5,2,26,1.4,0.4,449,802
27438,17,2,26,0.8,1,449,802
34818,17.5,2,26,0.4,0.4,449,802
5028,15.5,2,26,2.4,0.2,450,802
12498,16,2,26,1.8,0.8,450,802
19878,16.5,2,26,1.4,0.2,450,802
27348,17,2,26,0.8,0.8,450,802
34728,17.5,2,26,0.4,0.2,450,802
2511,15.5,2,27,1.2,0.6,474,802
17361,16.5,2,27,0.2,0.6,474,802
2421,15.5,2,27,1.2,0.4,475,802
9801,16,2,27,0.6,0.8,475,802
9891,16,2,27,0.6,1,475,802
17271,16.5,2,27,0.2,0.4,475,802
444,15.5,2,28,0.2,1,495,802
354,15.5,2,28,0.2,0.8,496,802
42102,17.5,2,24,3.6,0.6,389,803
49482,18,2,24,3,1,389,803
41922,17.5,2,24,3.6,0.2,390,803
42012,17.5,2,24,3.6,0.4,390,803
49392,18,2,24,3,0.8,390,803
41832,17.5,2,24,3.4,1,391,803
49302,18,2,24,3,0.6,391,803
15825,16,2,25,3.4,0.2,420,803
30675,17,2,25,2.4,0.2,420,803
45525,18,2,25,1.4,0.2,420,803
8265,15.5,2,25,3.8,0.4,421,803
8355,15.5,2,25,3.8,0.6,421,803
15735,16,2,25,3.2,1,421,803
23115,16.5,2,25,2.8,0.4,421,803
23205,16.5,2,25,2.8,0.6,421,803
30585,17,2,25,2.2,1,421,803
37965,17.5,2,25,1.8,0.4,421,803
38055,17.5,2,25,1.8,0.6,421,803
45435,18,2,25,1.2,1,421,803
8175,15.5,2,25,3.8,0.2,422,803
15645,16,2,25,3.2,0.8,422,803
23025,16.5,2,25,2.8,0.2,422,803
30495,17,2,25,2.2,0.8,422,803
37875,17.5,2,25,1.8,0.2,422,803
45345,18,2,25,1.2,0.8,422,803
15555,16,2,25,3.2,0.6,423,803
30405,17,2,25,2.2,0.6,423,803
45255,18,2,25,1.2,0.6,423,803
4938,15.5,2,26,2.2,1,451,803
12318,16,2,26,1.8,0.4,451,803
12408,16,2,26,1.8,0.6,451,803
19788,16.5,2,26,1.2,1,451,803
27168,17,2,26,0.8,0.4,451,803
27258,17,2,26,0.8,0.6,451,803
34638,17.5,2,26,0.2,1,451,803
4848,15.5,2,26,2.2,0.8,452,803
12228,16,2,26,1.8,0.2,452,803
19698,16.5,2,26,1.2,0.8,452,803
27078,17,2,26,0.8,0.2,452,803
34548,17.5,2,26,0.2,0.8,452,803
2331,15.5,2,27,1.2,0.2,476,803
9711,16,2,27,0.6,0.6,476,803
17181,16.5,2,27,0.2,0.2,476,803
2241,15.5,2,27,1,1,477,803
9621,16,2,27,0.6,0.4,477,803
2151,15.5,2,27,1,0.8,478,803
174,15.5,2,28,0.2,0.4,497,803
264,15.5,2,28,0.2,0.6,497,803
49212,18,2,24,3,0.4,391,804
41652,17.5,2,24,3.4,0.6,392,804
41742,17.5,2,24,3.4,0.8,392,804
49122,18,2,24,3,0.2,392,804
34092,17,2,24,3.8,0.8,393,804
34182,17,2,24,3.8,1,393,804
41562,17.5,2,24,3.4,0.4,393,804
48942,18,2,24,2.8,0.8,393,804
49032,18,2,24,2.8,1,393,804
8085,15.5,2,25,3.6,1,423,804
15465,16,2,25,3.2,0.4,423,804
22935,16.5,2,25,2.6,1,423,804
30315,17,2,25,2.2,0.4,423,804
37785,17.5,2,25,1.6,1,423,804
45165,18,2,25,1.2,0.4,423,804
7995,15.5,2,25,3.6,0.8,424,804
15375,16,2,25,3.2,0.2,424,804
22845,16.5,2,25,2.6,0.8,424,804
30225,17,2,25,2.2,0.2,424,804
37695,17.5,2,25,1.6,0.8,424,804
45075,18,2,25,1.2,0.2,424,804
7905,15.5,2,25,3.6,0.6,425,804
15285,16,2,25,3,1,425,804
22755,16.5,2,25,2.6,0.6,425,804
30135,17,2,25,2,1,425,804
37605,17.5,2,25,1.6,0.6,425,804
44985,18,2,25,1,1,425,804
4758,15.5,2,26,2.2,0.6,453,804
12138,16,2,26,1.6,1,453,804
19608,16.5,2,26,1.2,0.6,453,804
26988,17,2,26,0.6,1,453,804
34458,17.5,2,26,0.2,0.6,453,804
4578,15.5,2,26,2.2,0.2,454,804
4668,15.5,2,26,2.2,0.4,454,804
12048,16,2,26,1.6,0.8,454,804
19428,16.5,2,26,1.2,0.2,454,804
19518,16.5,2,26,1.2,0.4,454,804
26898,17,2,26,0.6,0.8,454,804
34278,17.5,2,26,0.2,0.2,454,804
34368,17.5,2,26,0.2,0.4,454,804
11958,16,2,26,1.6,0.6,455,804
26808,17,2,26,0.6,0.6,455,804
9531,16,2,27,0.6,0.2,478,804
2061,15.5,2,27,1,0.6,479,804
9441,16,2,27,0.4,1,479,804
1971,15.5,2,27,1,0.4,480,804
84,15.5,2,28,0.2,0.2,498,804
34002,17,2,24,3.8,0.6,394,805
41382,17.5,2,24,3.2,1,394,805
41472,17.5,2,24,3.4,0.2,394,805
48852,18,2,24,2.8,0.6,394,805
33822,17,2,24,3.8,0.2,395,805
33912,17,2,24,3.8,0.4,395,805
41292,17.5,2,24,3.2,0.8,395,805
48672,18,2,24,2.8,0.2,395,805
48762,18,2,24,2.8,0.4,395,805
41202,17.5,2,24,3.2,0.6,396,805
7815,15.5,2,25,3.6,0.4,425,805
22665,16.5,2,25,2.6,0.4,425,805
37515,17.5,2,25,1.6,0.4,425,805
7725,15.5,2,25,3.6,0.2,426,805
15195,16,2,25,3,0.8,426,805
22575,16.5,2,25,2.6,0.2,426,805
30045,17,2,25,2,0.8,426,805
37425,17.5,2,25,1.6,0.2,426,805
44895,18,2,25,1,0.8,426,805
7635,15.5,2,25,3.4,1,427,805
15015,16,2,25,3,0.4,427,805
15105,16,2,25,3,0.6,427,805
22485,16.5,2,25,2.4,1,427,805
29865,17,2,25,2,0.4,427,805
29955,17,2,25,2,0.6,427,805
37335,17.5,2,25,1.4,1,427,805
44715,18,2,25,1,0.4,427,805
44805,18,2,25,1,0.6,427,805
4488,15.5,2,26,2,1,455,805
19338,16.5,2,26,1,1,455,805
4398,15.5,2,26,2,0.8,456,805
11868,16,2,26,1.6,0.4,456,805
19248,16.5,2,26,1,0.8,456,805
26718,17,2,26,0.6,0.4,456,805
4308,15.5,2,26,2,0.6,457,805
11778,16,2,26,1.6,0.2,457,805
19158,16.5,2,26,1,0.6,457,805
26628,17,2,26,0.6,0.2,457,805
9351,16,2,27,0.4,0.8,480,805
1791,15.5,2,27,0.8,1,481,805
1881,15.5,2,27,1,0.2,481,805
9261,16,2,27,0.4,0.6,481,805
33732,17,2,24,3.6,1,396,806
41112,17.5,2,24,3.2,0.4,396,806
48582,18,2,24,2.6,1,396,806
33552,17,2,24,3.6,0.6,397,806
33642,17,2,24,3.6,0.8,397,806
41022,17.5,2,24,3.2,0.2,397,806
48402,18,2,24,2.6,0.6,397,806
48492,18,2,24,2.6,0.8,397,806
33462,17,2,24,3.6,0.4,398,806
40932,17.5,2,24,3,1,398,806
48312,18,2,24,2.6,0.4,398,806
7455,15.5,2,25,3.4,0.6,428,806
7545,15.5,2,25,3.4,0.8,428,806
14925,16,2,25,3,0.2,428,806
22305,16.5,2,25,2.4,0.6,428,806
22395,16.5,2,25,2.4,0.8,428,806
29775,17,2,25,2,0.2,428,806
37155,17.5,2,25,1.4,0.6,428,806
37245,17.5,2,25,1.4,0.8,428,806
44625,18,2,25,1,0.2,428,806
7365,15.5,2,25,3.4,0.4,429,806
14835,16,2,25,2.8,1,429,806
22215,16.5,2,25,2.4,0.4,429,806
29685,17,2,25,1.8,1,429,806
37065,17.5,2,25,1.4,0.4,429,806
44535,18,2,25,0.8,1,429,806
14745,16,2,25,2.8,0.8,430,806
29595,17,2,25,1.8,0.8,430,806
44445,18,2,25,0.8,0.8,430,806
11688,16,2,26,1.4,1,457,806
26538,17,2,26,0.4,1,457,806
4218,15.5,2,26,2,0.4,458,806
11598,16,2,26,1.4,0.8,458,806
19068,16.5,2,26,1,0.4,458,806
26448,17,2,26,0.4,0.8,458,806
4128,15.5,2,26,2,0.2,459,806
11508,16,2,26,1.4,0.6,459,806
18978,16.5,2,26,1,0.2,459,806
26358,17,2,26,0.4,0.6,459,806
1701,15.5,2,27,0.8,0.8,482,806
9171,16,2,27,0.4,0.4,482,806
1611,15.5,2,27,0.8,0.6,483,806
9081,16,2,27,0.4,0.2,483,806
40842,17.5,2,24,3,0.8,398,807
33372,17,2,24,3.6,0.2,399,807
40752,17.5,2,24,3,0.6,399,807
48222,18,2,24,2.6,0.2,399,807
33192,17,2,24,3.4,0.8,400,807
33282,17,2,24,3.4,1,400,807
40662,17.5,2,24,3,0.4,400,807
48042,18,2,24,2.4,0.8,400,807
48132,18,2,24,2.4,1,400,807
40572,17.5,2,24,3,0.2,401,807
7275,15.5,2,25,3.4,0.2,430,807
14655,16,2,25,2.8,0.6,430,807
22125,16.5,2,25,2.4,0.2,430,807
29505,17,2,25,1.8,0.6,430,807
36975,17.5,2,25,1.4,0.2,430,807
44355,18,2,25,0.8,0.6,430,807
7185,15.5,2,25,3.2,1,431,807
14565,16,2,25,2.8,0.4,431,807
22035,16.5,2,25,2.2,1,431,807
29415,17,2,25,1.8,0.4,431,807
36885,17.5,2,25,1.2,1,431,807
44265,18,2,25,0.8,0.4,431,807
7095,15.5,2,25,3.2,0.8,432,807
14475,16,2,25,2.8,0.2,432,807
21945,16.5,2,25,2.2,0.8,432,807
29325,17,2,25,1.8,0.2,432,807
36795,17.5,2,25,1.2,0.8,432,807
44175,18,2,25,0.8,0.2,432,807
3948,15.5,2,26,1.8,0.8,460,807
4038,15.5,2,26,1.8,1,460,807
11418,16,2,26,1.4,0.4,460,807
18798,16.5,2,26,0.8,0.8,460,807
18888,16.5,2,26,0.8,1,460,807
26268,17,2,26,0.4,0.4,460,807
3858,15.5,2,26,1.8,0.6,461,807
11328,16,2,26,1.4,0.2,461,807
18708,16.5,2,26,0.8,0.6,461,807
26178,17,2,26,0.4,0.2,461,807
1521,15.5,2,27,0.8,0.4,484,807
8991,16,2,27,0.2,1,484,807
1431,15.5,2,27,0.8,0.2,485,807
8901,16,2,27,0.2,0.8,485,807
25632,16.5,2,24,3.8,1,401,808
33102,17,2,24,3.4,0.6,401,808
40482,17.5,2,24,2.8,1,401,808
47952,18,2,24,2.4,0.6,401,808
25542,16.5,2,24,3.8,0.8,402,808
32922,17,2,24,3.4,0.2,402,808
33012,17,2,24,3.4,0.4,402,808
40392,17.5,2,24,2.8,0.8,402,808
47772,18,2,24,2.4,0.2,402,808
47862,18,2,24,2.4,0.4,402,808
25452,16.5,2,24,3.8,0.6,403,808
40302,17.5,2,24,2.8,0.6,403,808
7005,15.5,2,25,3.2,0.6,432,808
21855,16.5,2,25,2.2,0.6,432,808
36705,17.5,2,25,1.2,0.6,432,808
6915,15.5,2,25,3.2,0.4,433,808
14385,16,2,25,2.6,1,433,808
21765,16.5,2,25,2.2,0.4,433,808
29235,17,2,25,1.6,1,433,808
36615,17.5,2,25,1.2,0.4,433,808
44085,18,2,25,0.6,1,433,808
6825,15.5,2,25,3.2,0.2,434,808
14205,16,2,25,2.6,0.6,434,808
14295,16,2,25,2.6,0.8,434,808
21675,16.5,2,25,2.2,0.2,434,808
29055,17,2,25,1.6,0.6,434,808
29145,17,2,25,1.6,0.8,434,808
36525,17.5,2,25,1.2,0.2,434,808
43905,18,2,25,0.6,0.6,434,808
43995,18,2,25,0.6,0.8,434,808
3768,15.5,2,26,1.8,0.4,462,808
11238,16,2,26,1.2,1,462,808
18618,16.5,2,26,0.8,0.4,462,808
26088,17,2,26,0.2,1,462,808
3678,15.5,2,26,1.8,0.2,463,808
11148,16,2,26,1.2,0.8,463,808
18528,16.5,2,26,0.8,0.2,463,808
25998,17,2,26,0.2,0.8,463,808
11058,16,2,26,1.2,0.6,464,808
25908,17,2,26,0.2,0.6,464,808
1341,15.5,2,27,0.6,1,486,808
8811,16,2,27,0.2,0.6,486,808
1251,15.5,2,27,0.6,0.8,487,808
8721,16,2,27,0.2,0.4,487,808
8631,16,2,27,0.2,0.2,488,808
25362,16.5,2,24,3.8,0.4,403,809
32832,17,2,24,3.2,1,403,809
40212,17.5,2,24,2.8,0.4,403,809
47682,18,2,24,2.2,1,403,809
25272,16.5,2,24,3.8,0.2,404,809
32652,17,2,24,3.2,0.6,404,809
32742,17,2,24,3.2,0.8,404,809
40122,17.5,2,24,2.8,0.2,404,809
47502,18,2,24,2.2,0.6,404,809
47592,18,2,24,2.2,0.8,404,809
25182,16.5,2,24,3.6,1,405,809
32562,17,2,24,3.2,0.4,405,809
40032,17.5,2,24,2.6,1,405,809
47412,18,2,24,2.2,0.4,405,809
6735,15.5,2,25,3,1,435,809
14115,16,2,25,2.6,0.4,435,809
21585,16.5,2,25,2,1,435,809
28965,17,2,25,1.6,0.4,435,809
36435,17.5,2,25,1,1,435,809
43815,18,2,25,0.6,0.4,435,809
6555,15.5,2,25,3,0.6,436,809
6645,15.5,2,25,3,0.8,436,809
14025,16,2,25,2.6,0.2,436,809
21405,16.5,2,25,2,0.6,436,809
21495,16.5,2,25,2,0.8,436,809
28875,17,2,25,1.6,0.2,436,809
36255,17.5,2,25,1,0.6,436,809
36345,17.5,2,25,1,0.8,436,809
43725,18,2,25,0.6,0.2,436,809
13935,16,2,25,2.4,1,437,809
28785,17,2,25,1.4,1,437,809
43635,18,2,25,0.4,1,437,809
3588,15.5,2,26,1.6,1,464,809
10968,16,2,26,1.2,0.4,464,809
18438,16.5,2,26,0.6,1,464,809
25818,17,2,26,0.2,0.4,464,809
3498,15.5,2,26,1.6,0.8,465,809
10878,16,2,26,1.2,0.2,465,809
18348,16.5,2,26,0.6,0.8,465,809
25728,17,2,26,0.2,0.2,465,809
3408,15.5,2,26,1.6,0.6,466,809
18258,16.5,2,26,0.6,0.6,466,809
1161,15.5,2,27,0.6,0.6,488,809
1071,15.5,2,27,0.6,0.4,489,809
25002,16.5,2,24,3.6,0.6,406,810
25092,16.5,2,24,3.6,0.8,406,810
32472,17,2,24,3.2,0.2,406,810
39852,17.5,2,24,2.6,0.6,406,810
39942,17.5,2,24,2.6,0.8,406,810
47322,18,2,24,2.2,0.2,406,810
24912,16.5,2,24,3.6,0.4,407,810
32292,17,2,24,3,0.8,407,810
32382,17,2,24,3,1,407,810
39762,17.5,2,24,2.6,0.4,407,810
47142,18,2,24,2,0.8,407,810
47232,18,2,24,2,1,407,810
24822,16.5,2,24,3.6,0.2,408,810
39672,17.5,2,24,2.6,0.2,408,810
6465,15.5,2,25,3,0.4,437,810
21315,16.5,2,25,2,0.4,437,810
36165,17.5,2,25,1,0.4,437,810
6375,15.5,2,25,3,0.2,438,810
13845,16,2,25,2.4,0.8,438,810
21225,16.5,2,25,2,0.2,438,810
28695,17,2,25,1.4,0.8,438,810
36075,17.5,2,25,1,0.2,438,810
43545,18,2,25,0.4,0.8,438,810
6285,15.5,2,25,2.8,1,439,810
13665,16,2,25,2.4,0.4,439,810
13755,16,2,25,2.4,0.6,439,810
21135,16.5,2,25,1.8,1,439,810
28515,17,2,25,1.4,0.4,439,810
28605,17,2,25,1.4,0.6,439,810
35985,17.5,2,25,0.8,1,439,810
43365,18,2,25,0.4,0.4,439,810
43455,18,2,25,0.4,0.6,439,810
10788,16,2,26,1,1,466,810
3318,15.5,2,26,1.6,0.4,467,810
10698,16,2,26,1,0.8,467,810
18168,16.5,2,26,0.6,0.4,467,810
3228,15.5,2,26,1.6,0.2,468,810
18078,16.5,2,26,0.6,0.2,468,810
981,15.5,2,27,0.6,0.2,490,810
891,15.5,2,27,0.4,1,491,810
51189,18,2,23,3.8,0.8,377,811
51279,18,2,23,3.8,1,377,811
51009,18,2,23,3.8,0.4,378,811
51099,18,2,23,3.8,0.6,378,811
24732,16.5,2,24,3.4,1,408,811
32202,17,2,24,3,0.6,408,811
39582,17.5,2,24,2.4,1,408,811
47052,18,2,24,2,0.6,408,811
24642,16.5,2,24,3.4,0.8,409,811
32022,17,2,24,3,0.2,409,811
32112,17,2,24,3,0.4,409,811
39492,17.5,2,24,2.4,0.8,409,811
46872,18,2,24,2,0.2,409,811
46962,18,2,24,2,0.4,409,811
24552,16.5,2,24,3.4,0.6,410,811
39402,17.5,2,24,2.4,0.6,410,811
6195,15.5,2,25,2.8,0.8,440,811
13575,16,2,25,2.4,0.2,440,811
21045,16.5,2,25,1.8,0.8,440,811
28425,17,2,25,1.4,0.2,440,811
35895,17.5,2,25,0.8,0.8,440,811
43275,18,2,25,0.4,0.2,440,811
6015,15.5,2,25,2.8,0.4,441,811
6105,15.5,2,25,2.8,0.6,441,811
13485,16,2,25,2.2,1,441,811
20865,16.5,2,25,1.8,0.4,441,811
20955,16.5,2,25,1.8,0.6,441,811
28335,17,2,25,1.2,1,441,811
35715,17.5,2,25,0.8,0.4,441,811
35805,17.5,2,25,0.8,0.6,441,811
43185,18,2,25,0.2,1,441,811
13395,16,2,25,2.2,0.8,442,811
28245,17,2,25,1.2,0.8,442,811
43095,18,2,25,0.2,0.8,442,811
10608,16,2,26,1,0.6,468,811
3048,15.5,2,26,1.4,0.8,469,811
3138,15.5,2,26,1.4,1,469,811
10518,16,2,26,1,0.4,469,811
17898,16.5,2,26,0.4,0.8,469,811
17988,16.5,2,26,0.4,1,469,811
10428,16,2,26,1,0.2,470,811
801,15.5,2,27,0.4,0.8,492,811
711,15.5,2,27,0.4,0.6,493,811
50919,18,2,23,3.8,0.2,379,812
50739,18,2,23,3.6,0.8,380,812
50829,18,2,23,3.6,1,380,812
17082,16,2,24,3.8,1,410,812
31932,17,2,24,2.8,1,410,812
46782,18,2,24,1.8,1,410,812
16992,16,2,24,3.8,0.8,411,812
24372,16.5,2,24,3.4,0.2,411,812
24462,16.5,2,24,3.4,0.4,411,812
31842,17,2,24,2.8,0.8,411,812
39222,17.5,2,24,2.4,0.2,411,812
39312,17.5,2,24,2.4,0.4,411,812
46692,18,2,24,1.8,0.8,411,812
16812,16,2,24,3.8,0.4,412,812
16902,16,2,24,3.8,0.6,412,812
24282,16.5,2,24,3.2,1,412,812
31662,17,2,24,2.8,0.4,412,812
31752,17,2,24,2.8,0.6,412,812
39132,17.5,2,24,2.2,1,412,812
46512,18,2,24,1.8,0.4,412,812
46602,18,2,24,1.8,0.6,412,812
5925,15.5,2,25,2.8,0.2,442,812
20775,16.5,2,25,1.8,0.2,442,812
35625,17.5,2,25,0.8,0.2,442,812
5835,15.5,2,25,2.6,1,443,812
13215,16,2,25,2.2,0.4,443,812
13305,16,2,25,2.2,0.6,443,812
20685,16.5,2,25,1.6,1,443,812
28065,17,2,25,1.2,0.4,443,812
28155,17,2,25,1.2,0.6,443,812
35535,17.5,2,25,0.6,1,443,812
42915,18,2,25,0.2,0.4,443,812
43005,18,2,25,0.2,0.6,443,812
5745,15.5,2,25,2.6,0.8,444,812
20595,16.5,2,25,1.6,0.8,444,812
35445,17.5,2,25,0.6,0.8,444,812
2958,15.5,2,26,1.4,0.6,470,812
17808,16.5,2,26,0.4,0.6,470,812
2868,15.5,2,26,1.4,0.4,471,812
10338,16,2,26,0.8,1,471,812
17718,16.5,2,26,0.4,0.4,471,812
2778,15.5,2,26,1.4,0.2,472,812
10248,16,2,26,0.8,0.8,472,812
17628,16.5,2,26,0.4,0.2,472,812
621,15.5,2,27,0.4,0.4,494,812
531,15.5,2,27,0.4,0.2,495,812
50649,18,2,23,3.6,0.6,381,813
50469,18,2,23,3.6,0.2,382,813
50559,18,2,23,3.6,0.4,382,813
50379,18,2,23,3.4,1,383,813
16722,16,2,24,3.8,0.2,413,813
24192,16.5,2,24,3.2,0.8,413,813
31572,17,2,24,2.8,0.2,413,813
39042,17.5,2,24,2.2,0.8,413,813
46422,18,2,24,1.8,0.2,413,813
16632,16,2,24,3.6,1,414,813
24012,16.5,2,24,3.2,0.4,414,813
24102,16.5,2,24,3.2,0.6,414,813
31482,17,2,24,2.6,1,414,813
38862,17.5,2,24,2.2,0.4,414,813
38952,17.5,2,24,2.2,0.6,414,813
46332,18,2,24,1.6,1,414,813
16542,16,2,24,3.6,0.8,415,813
31392,17,2,24,2.6,0.8,415,813
46242,18,2,24,1.6,0.8,415,813
13125,16,2,25,2.2,0.2,444,813
27975,17,2,25,1.2,0.2,444,813
42825,18,2,25,0.2,0.2,444,813
5655,15.5,2,25,2.6,0.6,445,813
13035,16,2,25,2,1,445,813
20505,16.5,2,25,1.6,0.6,445,813
27885,17,2,25,1,1,445,813
35355,17.5,2,25,0.6,0.6,445,813
5475,15.5,2,25,2.6,0.2,446,813
5565,15.5,2,25,2.6,0.4,446,813
12945,16,2,25,2,0.8,446,813
20325,16.5,2,25,1.6,0.2,446,813
20415,16.5,2,25,1.6,0.4,446,813
27795,17,2,25,1,0.8,446,813
