index,VocalTractLength,AirSacLength,AirSacArea,LipProtrusion,LipRounding,F1,F2
51300,18,2,30,3.8,1,375,729
51120,18,2,30,3.8,0.6,376,729
51210,18,2,30,3.8,0.8,376,729
51030,18,2,30,3.8,0.4,377,729
50940,18,2,30,3.8,0.2,378,729
50850,18,2,30,3.6,1,378,730
50670,18,2,30,3.6,0.6,379,730
50760,18,2,30,3.6,0.8,379,730
50580,18,2,30,3.6,0.4,380,730
50400,18,2,30,3.4,1,381,731
50490,18,2,30,3.6,0.2,381,731
50310,18,2,30,3.4,0.8,382,731
42750,17.5,2,30,3.8,1,383,731
50220,18,2,30,3.4,0.6,383,731
50130,18,2,30,3.4,0.4,383,732
42570,17.5,2,30,3.8,0.6,384,732
42660,17.5,2,30,3.8,0.8,384,732
50040,18,2,30,3.4,0.2,384,732
42480,17.5,2,30,3.8,0.4,385,732
49860,18,2,30,3.2,0.8,385,732
49950,18,2,30,3.2,1,385,732
42390,17.5,2,30,3.8,0.2,386,732
49770,18,2,30,3.2,0.6,386,732
42300,17.5,2,30,3.6,1,386,733
49680,18,2,30,3.2,0.4,386,733
42120,17.5,2,30,3.6,0.6,387,733
42210,17.5,2,30,3.6,0.8,387,733
49590,18,2,30,3.2,0.2,387,733
42030,17.5,2,30,3.6,0.4,388,733
49410,18,2,30,3,0.8,388,733
49500,18,2,30,3,1,388,733
41850,17.5,2,30,3.4,1,389,734
41940,17.5,2,30,3.6,0.2,389,734
49320,18,2,30,3,0.6,389,734
41760,17.5,2,30,3.4,0.8,390,734
49140,18,2,30,3,0.2,390,734
49230,18,2,30,3,0.4,390,734
34200,17,2,30,3.8,1,391,734
41670,17.5,2,30,3.4,0.6,391,734
49050,18,2,30,2.8,1,391,734
41580,17.5,2,30,3.4,0.4,391,735
34020,17,2,30,3.8,0.6,392,735
34110,17,2,30,3.8,0.8,392,735
41490,17.5,2,30,3.4,0.2,392,735
48870,18,2,30,2.8,0.6,392,735
48960,18,2,30,2.8,0.8,392,735
33930,17,2,30,3.8,0.4,393,735
41310,17.5,2,30,3.2,0.8,393,735
41400,17.5,2,30,3.2,1,393,735
48780,18,2,30,2.8,0.4,393,735
33840,17,2,30,3.8,0.2,394,735
48690,18,2,30,2.8,0.2,394,735
33750,17,2,30,3.6,1,394,736
41220,17.5,2,30,3.2,0.6,394,736
48600,18,2,30,2.6,1,394,736
33660,17,2,30,3.6,0.8,395,736
41040,17.5,2,30,3.2,0.2,395,736
41130,17.5,2,30,3.2,0.4,395,736
48510,18,2,30,2.6,0.8,395,736
33480,17,2,30,3.6,0.4,396,736
33570,17,2,30,3.6,0.6,396,736
40950,17.5,2,30,3,1,396,736
48330,18,2,30,2.6,0.4,396,736
48420,18,2,30,2.6,0.6,396,736
33390,17,2,30,3.6,0.2,397,737
40770,17.5,2,30,3,0.6,397,737
40860,17.5,2,30,3,0.8,397,737
48240,18,2,30,2.6,0.2,397,737
33210,17,2,30,3.4,0.8,398,737
33300,17,2,30,3.4,1,398,737
40680,17.5,2,30,3,0.4,398,737
48060,18,2,30,2.4,0.8,398,737
48150,18,2,30,2.4,1,398,737
33120,17,2,30,3.4,0.6,399,737
40590,17.5,2,30,3,0.2,399,737
47970,18,2,30,2.4,0.6,399,737
25650,16.5,2,30,3.8,1,399,738
40500,17.5,2,30,2.8,1,399,738
25560,16.5,2,30,3.8,0.8,400,738
32940,17,2,30,3.4,0.2,400,738
33030,17,2,30,3.4,0.4,400,738
40410,17.5,2,30,2.8,0.8,400,738
47790,18,2,30,2.4,0.2,400,738
47880,18,2,30,2.4,0.4,400,738
25470,16.5,2,30,3.8,0.6,401,738
32850,17,2,30,3.2,1,401,738
40320,17.5,2,30,2.8,0.6,401,738
47700,18,2,30,2.2,1,401,738
25380,16.5,2,30,3.8,0.4,402,738
32760,17,2,30,3.2,0.8,402,738
40230,17.5,2,30,2.8,0.4,402,738
47610,18,2,30,2.2,0.8,402,738
51297,18,2,29,3.8,1,375,739
51207,18,2,29,3.8,0.8,376,739
51027,18,2,29,3.8,0.4,377,739
51117,18,2,29,3.8,0.6,377,739
25290,16.5,2,30,3.8,0.2,402,739
40140,17.5,2,30,2.8,0.2,402,739
25200,16.5,2,30,3.6,1,403,739
32580,17,2,30,3.2,0.4,403,739
32670,17,2,30,3.2,0.6,403,739
40050,17.5,2,30,2.6,1,403,739
47430,18,2,30,2.2,0.4,403,739
47520,18,2,30,2.2,0.6,403,739
25020,16.5,2,30,3.6,0.6,404,739
25110,16.5,2,30,3.6,0.8,404,739
32490,17,2,30,3.2,0.2,404,739
39870,17.5,2,30,2.6,0.6,404,739
39960,17.5,2,30,2.6,0.8,404,739
47340,18,2,30,2.2,0.2,404,739
50847,18,2,29,3.6,1,378,740
50937,18,2,29,3.8,0.2,378,740
50757,18,2,29,3.6,0.8,379,740
50667,18,2,29,3.6,0.6,380,740
24930,16.5,2,30,3.6,0.4,405,740
32310,17,2,30,3,0.8,405,740
32400,17,2,30,3,1,405,740
39780,17.5,2,30,2.6,0.4,405,740
47160,18,2,30,2,0.8,405,740
47250,18,2,30,2,1,405,740
24750,16.5,2,30,3.4,1,406,740
24840,16.5,2,30,3.6,0.2,406,740
32220,17,2,30,3,0.6,406,740
39600,17.5,2,30,2.4,1,406,740
39690,17.5,2,30,2.6,0.2,406,740
47070,18,2,30,2,0.6,406,740
24660,16.5,2,30,3.4,0.8,407,740
32130,17,2,30,3,0.4,407,740
39510,17.5,2,30,2.4,0.8,407,740
46980,18,2,30,2,0.4,407,740
50577,18,2,29,3.6,0.4,380,741
50487,18,2,29,3.6,0.2,381,741
50307,18,2,29,3.4,0.8,382,741
50397,18,2,29,3.4,1,382,741
32040,17,2,30,3,0.2,407,741
46890,18,2,30,2,0.2,407,741
17100,16,2,30,3.8,1,408,741
24570,16.5,2,30,3.4,0.6,408,741
31950,17,2,30,2.8,1,408,741
39420,17.5,2,30,2.4,0.6,408,741
46800,18,2,30,1.8,1,408,741
17010,16,2,30,3.8,0.8,409,741
24390,16.5,2,30,3.4,0.2,409,741
24480,16.5,2,30,3.4,0.4,409,741
31860,17,2,30,2.8,0.8,409,741
39240,17.5,2,30,2.4,0.2,409,741
39330,17.5,2,30,2.4,0.4,409,741
46710,18,2,30,1.8,0.8,409,741
16920,16,2,30,3.8,0.6,410,741
31770,17,2,30,2.8,0.6,410,741
46620,18,2,30,1.8,0.6,410,741
42747,17.5,2,29,3.8,1,383,742
50217,18,2,29,3.4,0.6,383,742
42567,17.5,2,29,3.8,0.6,384,742
42657,17.5,2,29,3.8,0.8,384,742
50037,18,2,29,3.4,0.2,384,742
50127,18,2,29,3.4,0.4,384,742
42477,17.5,2,29,3.8,0.4,385,742
49947,18,2,29,3.2,1,385,742
16830,16,2,30,3.8,0.4,410,742
24300,16.5,2,30,3.2,1,410,742
31680,17,2,30,2.8,0.4,410,742
39150,17.5,2,30,2.2,1,410,742
46530,18,2,30,1.8,0.4,410,742
16740,16,2,30,3.8,0.2,411,742
24120,16.5,2,30,3.2,0.6,411,742
24210,16.5,2,30,3.2,0.8,411,742
31590,17,2,30,2.8,0.2,411,742
38970,17.5,2,30,2.2,0.6,411,742
39060,17.5,2,30,2.2,0.8,411,742
46440,18,2,30,1.8,0.2,411,742
16650,16,2,30,3.6,1,412,742
24030,16.5,2,30,3.2,0.4,412,742
31500,17,2,30,2.6,1,412,742
38880,17.5,2,30,2.2,0.4,412,742
46350,18,2,30,1.6,1,412,742
49857,18,2,29,3.2,0.8,385,743
42297,17.5,2,29,3.6,1,386,743
42387,17.5,2,29,3.8,0.2,386,743
49767,18,2,29,3.2,0.6,386,743
42207,17.5,2,29,3.6,0.8,387,743
49587,18,2,29,3.2,0.2,387,743
49677,18,2,29,3.2,0.4,387,743
42117,17.5,2,29,3.6,0.6,388,743
16560,16,2,30,3.6,0.8,412,743
31410,17,2,30,2.6,0.8,412,743
46260,18,2,30,1.6,0.8,412,743
16470,16,2,30,3.6,0.6,413,743
23940,16.5,2,30,3.2,0.2,413,743
31320,17,2,30,2.6,0.6,413,743
38790,17.5,2,30,2.2,0.2,413,743
46170,18,2,30,1.6,0.6,413,743
16380,16,2,30,3.6,0.4,414,743
23760,16.5,2,30,3,0.8,414,743
23850,16.5,2,30,3,1,414,743
31230,17,2,30,2.6,0.4,414,743
38610,17.5,2,30,2,0.8,414,743
38700,17.5,2,30,2,1,414,743
46080,18,2,30,1.6,0.4,414,743
16290,16,2,30,3.6,0.2,415,743
31140,17,2,30,2.6,0.2,415,743
45990,18,2,30,1.6,0.2,415,743
42027,17.5,2,29,3.6,0.4,388,744
49497,18,2,29,3,1,388,744
41937,17.5,2,29,3.6,0.2,389,744
49317,18,2,29,3,0.6,389,744
49407,18,2,29,3,0.8,389,744
41757,17.5,2,29,3.4,0.8,390,744
41847,17.5,2,29,3.4,1,390,744
49227,18,2,29,3,0.4,390,744
49137,18,2,29,3,0.2,391,744
16200,16,2,30,3.4,1,415,744
23670,16.5,2,30,3,0.6,415,744
31050,17,2,30,2.4,1,415,744
38520,17.5,2,30,2,0.6,415,744
45900,18,2,30,1.4,1,415,744
16110,16,2,30,3.4,0.8,416,744
23490,16.5,2,30,3,0.2,416,744
23580,16.5,2,30,3,0.4,416,744
30960,17,2,30,2.4,0.8,416,744
38340,17.5,2,30,2,0.2,416,744
38430,17.5,2,30,2,0.4,416,744
45810,18,2,30,1.4,0.8,416,744
8550,15.5,2,30,3.8,1,417,744
16020,16,2,30,3.4,0.6,417,744
23400,16.5,2,30,2.8,1,417,744
30870,17,2,30,2.4,0.6,417,744
38250,17.5,2,30,1.8,1,417,744
45720,18,2,30,1.4,0.6,417,744
34197,17,2,29,3.8,1,391,745
41667,17.5,2,29,3.4,0.6,391,745
49047,18,2,29,2.8,1,391,745
34107,17,2,29,3.8,0.8,392,745
41487,17.5,2,29,3.4,0.2,392,745
41577,17.5,2,29,3.4,0.4,392,745
48957,18,2,29,2.8,0.8,392,745
34017,17,2,29,3.8,0.6,393,745
41397,17.5,2,29,3.2,1,393,745
48867,18,2,29,2.8,0.6,393,745
8460,15.5,2,30,3.8,0.8,418,745
15840,16,2,30,3.4,0.2,418,745
15930,16,2,30,3.4,0.4,418,745
23310,16.5,2,30,2.8,0.8,418,745
30690,17,2,30,2.4,0.2,418,745
30780,17,2,30,2.4,0.4,418,745
38160,17.5,2,30,1.8,0.8,418,745
45540,18,2,30,1.4,0.2,418,745
45630,18,2,30,1.4,0.4,418,745
8280,15.5,2,30,3.8,0.4,419,745
8370,15.5,2,30,3.8,0.6,419,745
15750,16,2,30,3.2,1,419,745
23130,16.5,2,30,2.8,0.4,419,745
23220,16.5,2,30,2.8,0.6,419,745
30600,17,2,30,2.2,1,419,745
37980,17.5,2,30,1.8,0.4,419,745
38070,17.5,2,30,1.8,0.6,419,745
45450,18,2,30,1.2,1,419,745
15660,16,2,30,3.2,0.8,420,745
30510,17,2,30,2.2,0.8,420,745
45360,18,2,30,1.2,0.8,420,745
33927,17,2,29,3.8,0.4,393,746
48777,18,2,29,2.8,0.4,393,746
33837,17,2,29,3.8,0.2,394,746
41217,17.5,2,29,3.2,0.6,394,746
41307,17.5,2,29,3.2,0.8,394,746
48687,18,2,29,2.8,0.2,394,746
33657,17,2,29,3.6,0.8,395,746
33747,17,2,29,3.6,1,395,746
41127,17.5,2,29,3.2,0.4,395,746
48507,18,2,29,2.6,0.8,395,746
48597,18,2,29,2.6,1,395,746
41037,17.5,2,29,3.2,0.2,396,746
8190,15.5,2,30,3.8,0.2,420,746
23040,16.5,2,30,2.8,0.2,420,746
37890,17.5,2,30,1.8,0.2,420,746
8100,15.5,2,30,3.6,1,421,746
15480,16,2,30,3.2,0.4,421,746
15570,16,2,30,3.2,0.6,421,746
22950,16.5,2,30,2.6,1,421,746
30330,17,2,30,2.2,0.4,421,746
30420,17,2,30,2.2,0.6,421,746
37800,17.5,2,30,1.6,1,421,746
45180,18,2,30,1.2,0.4,421,746
45270,18,2,30,1.2,0.6,421,746
8010,15.5,2,30,3.6,0.8,422,746
15390,16,2,30,3.2,0.2,422,746
22860,16.5,2,30,2.6,0.8,422,746
30240,17,2,30,2.2,0.2,422,746
37710,17.5,2,30,1.6,0.8,422,746
45090,18,2,30,1.2,0.2,422,746
33567,17,2,29,3.6,0.6,396,747
40947,17.5,2,29,3,1,396,747
48417,18,2,29,2.6,0.6,396,747
33387,17,2,29,3.6,0.2,397,747
33477,17,2,29,3.6,0.4,397,747
40857,17.5,2,29,3,0.8,397,747
48237,18,2,29,2.6,0.2,397,747
48327,18,2,29,2.6,0.4,397,747
33297,17,2,29,3.4,1,398,747
40677,17.5,2,29,3,0.4,398,747
40767,17.5,2,29,3,0.6,398,747
48147,18,2,29,2.4,1,398,747
7920,15.5,2,30,3.6,0.6,422,747
22770,16.5,2,30,2.6,0.6,422,747
37620,17.5,2,30,1.6,0.6,422,747
7830,15.5,2,30,3.6,0.4,423,747
15300,16,2,30,3,1,423,747
22680,16.5,2,30,2.6,0.4,423,747
30150,17,2,30,2,1,423,747
37530,17.5,2,30,1.6,0.4,423,747
45000,18,2,30,1,1,423,747
7740,15.5,2,30,3.6,0.2,424,747
15120,16,2,30,3,0.6,424,747
15210,16,2,30,3,0.8,424,747
22590,16.5,2,30,2.6,0.2,424,747
29970,17,2,30,2,0.6,424,747
30060,17,2,30,2,0.8,424,747
37440,17.5,2,30,1.6,0.2,424,747
44820,18,2,30,1,0.6,424,747
44910,18,2,30,1,0.8,424,747
7650,15.5,2,30,3.4,1,425,747
22500,16.5,2,30,2.4,1,425,747
37350,17.5,2,30,1.4,1,425,747
33117,17,2,29,3.4,0.6,399,748
33207,17,2,29,3.4,0.8,399,748
40587,17.5,2,29,3,0.2,399,748
47967,18,2,29,2.4,0.6,399,748
48057,18,2,29,2.4,0.8,399,748
25557,16.5,2,29,3.8,0.8,400,748
25647,16.5,2,29,3.8,1,400,748
33027,17,2,29,3.4,0.4,400,748
40407,17.5,2,29,2.8,0.8,400,748
40497,17.5,2,29,2.8,1,400,748
47877,18,2,29,2.4,0.4,400,748
25467,16.5,2,29,3.8,0.6,401,748
32937,17,2,29,3.4,0.2,401,748
40317,17.5,2,29,2.8,0.6,401,748
47787,18,2,29,2.4,0.2,401,748
7560,15.5,2,30,3.4,0.8,425,748
15030,16,2,30,3,0.4,425,748
22410,16.5,2,30,2.4,0.8,425,748
29880,17,2,30,2,0.4,425,748
37260,17.5,2,30,1.4,0.8,425,748
44730,18,2,30,1,0.4,425,748
7470,15.5,2,30,3.4,0.6,426,748
14940,16,2,30,3,0.2,426,748
22320,16.5,2,30,2.4,0.6,426,748
29790,17,2,30,2,0.2,426,748
37170,17.5,2,30,1.4,0.6,426,748
44640,18,2,30,1,0.2,426,748
7380,15.5,2,30,3.4,0.4,427,748
14850,16,2,30,2.8,1,427,748
22230,16.5,2,30,2.4,0.4,427,748
29700,17,2,30,1.8,1,427,748
37080,17.5,2,30,1.4,0.4,427,748
44550,18,2,30,0.8,1,427,748
51294,18,2,28,3.8,1,376,749
25377,16.5,2,29,3.8,0.4,402,749
32757,17,2,29,3.2,0.8,402,749
32847,17,2,29,3.2,1,402,749
40227,17.5,2,29,2.8,0.4,402,749
47607,18,2,29,2.2,0.8,402,749
47697,18,2,29,2.2,1,402,749
25197,16.5,2,29,3.6,1,403,749
25287,16.5,2,29,3.8,0.2,403,749
32667,17,2,29,3.2,0.6,403,749
40047,17.5,2,29,2.6,1,403,749
40137,17.5,2,29,2.8,0.2,403,749
47517,18,2,29,2.2,0.6,403,749
32577,17,2,29,3.2,0.4,404,749
47427,18,2,29,2.2,0.4,404,749
14760,16,2,30,2.8,0.8,427,749
29610,17,2,30,1.8,0.8,427,749
44460,18,2,30,0.8,0.8,427,749
7290,15.5,2,30,3.4,0.2,428,749
14670,16,2,30,2.8,0.6,428,749
22140,16.5,2,30,2.4,0.2,428,749
29520,17,2,30,1.8,0.6,428,749
36990,17.5,2,30,1.4,0.2,428,749
44370,18,2,30,0.8,0.6,428,749
7110,15.5,2,30,3.2,0.8,429,749
7200,15.5,2,30,3.2,1,429,749
14580,16,2,30,2.8,0.4,429,749
21960,16.5,2,30,2.2,0.8,429,749
22050,16.5,2,30,2.2,1,429,749
29430,17,2,30,1.8,0.4,429,749
36810,17.5,2,30,1.2,0.8,429,749
36900,17.5,2,30,1.2,1,429,749
44280,18,2,30,0.8,0.4,429,749
51204,18,2,28,3.8,0.8,376,750
51024,18,2,28,3.8,0.4,377,750
51114,18,2,28,3.8,0.6,377,750
50934,18,2,28,3.8,0.2,378,750
25107,16.5,2,29,3.6,0.8,404,750
32487,17,2,29,3.2,0.2,404,750
39957,17.5,2,29,2.6,0.8,404,750
47337,18,2,29,2.2,0.2,404,750
24927,16.5,2,29,3.6,0.4,405,750
25017,16.5,2,29,3.6,0.6,405,750
32397,17,2,29,3,1,405,750
39777,17.5,2,29,2.6,0.4,405,750
39867,17.5,2,29,2.6,0.6,405,750
47247,18,2,29,2,1,405,750
24837,16.5,2,29,3.6,0.2,406,750
32217,17,2,29,3,0.6,406,750
32307,17,2,29,3,0.8,406,750
39687,17.5,2,29,2.6,0.2,406,750
47067,18,2,29,2,0.6,406,750
47157,18,2,29,2,0.8,406,750
7020,15.5,2,30,3.2,0.6,430,750
14400,16,2,30,2.6,1,430,750
14490,16,2,30,2.8,0.2,430,750
21870,16.5,2,30,2.2,0.6,430,750
29250,17,2,30,1.6,1,430,750
29340,17,2,30,1.8,0.2,430,750
36720,17.5,2,30,1.2,0.6,430,750
44100,18,2,30,0.6,1,430,750
44190,18,2,30,0.8,0.2,430,750
6930,15.5,2,30,3.2,0.4,431,750
14310,16,2,30,2.6,0.8,431,750
21780,16.5,2,30,2.2,0.4,431,750
29160,17,2,30,1.6,0.8,431,750
36630,17.5,2,30,1.2,0.4,431,750
44010,18,2,30,0.6,0.8,431,750
6840,15.5,2,30,3.2,0.2,432,750
14220,16,2,30,2.6,0.6,432,750
21690,16.5,2,30,2.2,0.2,432,750
29070,17,2,30,1.6,0.6,432,750
36540,17.5,2,30,1.2,0.2,432,750
43920,18,2,30,0.6,0.6,432,750
50754,18,2,28,3.6,0.8,379,751
50844,18,2,28,3.6,1,379,751
50664,18,2,28,3.6,0.6,380,751
50574,18,2,28,3.6,0.4,381,751
24657,16.5,2,29,3.4,0.8,407,751
24747,16.5,2,29,3.4,1,407,751
32127,17,2,29,3,0.4,407,751
39507,17.5,2,29,2.4,0.8,407,751
39597,17.5,2,29,2.4,1,407,751
46977,18,2,29,2,0.4,407,751
24567,16.5,2,29,3.4,0.6,408,751
32037,17,2,29,3,0.2,408,751
39417,17.5,2,29,2.4,0.6,408,751
46887,18,2,29,2,0.2,408,751
17097,16,2,29,3.8,1,409,751
24477,16.5,2,29,3.4,0.4,409,751
31947,17,2,29,2.8,1,409,751
39327,17.5,2,29,2.4,0.4,409,751
46797,18,2,29,1.8,1,409,751
6750,15.5,2,30,3,1,432,751
21600,16.5,2,30,2,1,432,751
36450,17.5,2,30,1,1,432,751
6660,15.5,2,30,3,0.8,433,751
14130,16,2,30,2.6,0.4,433,751
21510,16.5,2,30,2,0.8,433,751
28980,17,2,30,1.6,0.4,433,751
36360,17.5,2,30,1,0.8,433,751
43830,18,2,30,0.6,0.4,433,751
6570,15.5,2,30,3,0.6,434,751
13950,16,2,30,2.4,1,434,751
14040,16,2,30,2.6,0.2,434,751
21420,16.5,2,30,2,0.6,434,751
28800,17,2,30,1.4,1,434,751
28890,17,2,30,1.6,0.2,434,751
36270,17.5,2,30,1,0.6,434,751
43650,18,2,30,0.4,1,434,751
43740,18,2,30,0.6,0.2,434,751
50484,18,2,28,3.6,0.2,381,752
50394,18,2,28,3.4,1,382,752
42744,17.5,2,28,3.8,1,383,752
50214,18,2,28,3.4,0.6,383,752
50304,18,2,28,3.4,0.8,383,752
17007,16,2,29,3.8,0.8,409,752
31857,17,2,29,2.8,0.8,409,752
46707,18,2,29,1.8,0.8,409,752
16917,16,2,29,3.8,0.6,410,752
24297,16.5,2,29,3.2,1,410,752
24387,16.5,2,29,3.4,0.2,410,752
31767,17,2,29,2.8,0.6,410,752
39147,17.5,2,29,2.2,1,410,752
39237,17.5,2,29,2.4,0.2,410,752
46617,18,2,29,1.8,0.6,410,752
16737,16,2,29,3.8,0.2,411,752
16827,16,2,29,3.8,0.4,411,752
24207,16.5,2,29,3.2,0.8,411,752
31587,17,2,29,2.8,0.2,411,752
31677,17,2,29,2.8,0.4,411,752
39057,17.5,2,29,2.2,0.8,411,752
46437,18,2,29,1.8,0.2,411,752
46527,18,2,29,1.8,0.4,411,752
6480,15.5,2,30,3,0.4,435,752
13860,16,2,30,2.4,0.8,435,752
21330,16.5,2,30,2,0.4,435,752
28710,17,2,30,1.4,0.8,435,752
36180,17.5,2,30,1,0.4,435,752
43560,18,2,30,0.4,0.8,435,752
6300,15.5,2,30,2.8,1,436,752
6390,15.5,2,30,3,0.2,436,752
13770,16,2,30,2.4,0.6,436,752
21150,16.5,2,30,1.8,1,436,752
21240,16.5,2,30,2,0.2,436,752
28620,17,2,30,1.4,0.6,436,752
36000,17.5,2,30,0.8,1,436,752
36090,17.5,2,30,1,0.2,436,752
43470,18,2,30,0.4,0.6,436,752
13680,16,2,30,2.4,0.4,437,752
28530,17,2,30,1.4,0.4,437,752
43380,18,2,30,0.4,0.4,437,752
42654,17.5,2,28,3.8,0.8,384,753
50034,18,2,28,3.4,0.2,384,753
50124,18,2,28,3.4,0.4,384,753
42474,17.5,2,28,3.8,0.4,385,753
42564,17.5,2,28,3.8,0.6,385,753
49944,18,2,28,3.2,1,385,753
42384,17.5,2,28,3.8,0.2,386,753
49854,18,2,28,3.2,0.8,386,753
16647,16,2,29,3.6,1,412,753
24117,16.5,2,29,3.2,0.6,412,753
31497,17,2,29,2.6,1,412,753
38967,17.5,2,29,2.2,0.6,412,753
46347,18,2,29,1.6,1,412,753
16557,16,2,29,3.6,0.8,413,753
23937,16.5,2,29,3.2,0.2,413,753
24027,16.5,2,29,3.2,0.4,413,753
31407,17,2,29,2.6,0.8,413,753
38787,17.5,2,29,2.2,0.2,413,753
38877,17.5,2,29,2.2,0.4,413,753
46257,18,2,29,1.6,0.8,413,753
16467,16,2,29,3.6,0.6,414,753
23847,16.5,2,29,3,1,414,753
31317,17,2,29,2.6,0.6,414,753
38697,17.5,2,29,2,1,414,753
46167,18,2,29,1.6,0.6,414,753
6210,15.5,2,30,2.8,0.8,437,753
21060,16.5,2,30,1.8,0.8,437,753
35910,17.5,2,30,0.8,0.8,437,753
6120,15.5,2,30,2.8,0.6,438,753
13500,16,2,30,2.2,1,438,753
13590,16,2,30,2.4,0.2,438,753
20970,16.5,2,30,1.8,0.6,438,753
28350,17,2,30,1.2,1,438,753
28440,17,2,30,1.4,0.2,438,753
35820,17.5,2,30,0.8,0.6,438,753
43200,18,2,30,0.2,1,438,753
43290,18,2,30,0.4,0.2,438,753
6030,15.5,2,30,2.8,0.4,439,753
20880,16.5,2,30,1.8,0.4,439,753
35730,17.5,2,30,0.8,0.4,439,753
49764,18,2,28,3.2,0.6,386,754
42204,17.5,2,28,3.6,0.8,387,754
42294,17.5,2,28,3.6,1,387,754
49674,18,2,28,3.2,0.4,387,754
42114,17.5,2,28,3.6,0.6,388,754
49494,18,2,28,3,1,388,754
49584,18,2,28,3.2,0.2,388,754
42024,17.5,2,28,3.6,0.4,389,754
16377,16,2,29,3.6,0.4,414,754
31227,17,2,29,2.6,0.4,414,754
46077,18,2,29,1.6,0.4,414,754
16287,16,2,29,3.6,0.2,415,754
23667,16.5,2,29,3,0.6,415,754
23757,16.5,2,29,3,0.8,415,754
31137,17,2,29,2.6,0.2,415,754
38517,17.5,2,29,2,0.6,415,754
38607,17.5,2,29,2,0.8,415,754
45987,18,2,29,1.6,0.2,415,754
16197,16,2,29,3.4,1,416,754
23577,16.5,2,29,3,0.4,416,754
31047,17,2,29,2.4,1,416,754
38427,17.5,2,29,2,0.4,416,754
45897,18,2,29,1.4,1,416,754
16107,16,2,29,3.4,0.8,417,754
30957,17,2,29,2.4,0.8,417,754
45807,18,2,29,1.4,0.8,417,754
5940,15.5,2,30,2.8,0.2,439,754
13410,16,2,30,2.2,0.8,439,754
20790,16.5,2,30,1.8,0.2,439,754
28260,17,2,30,1.2,0.8,439,754
35640,17.5,2,30,0.8,0.2,439,754
43110,18,2,30,0.2,0.8,439,754
5850,15.5,2,30,2.6,1,440,754
13320,16,2,30,2.2,0.6,440,754
20700,16.5,2,30,1.6,1,440,754
28170,17,2,30,1.2,0.6,440,754
35550,17.5,2,30,0.6,1,440,754
43020,18,2,30,0.2,0.6,440,754
5760,15.5,2,30,2.6,0.8,441,754
13230,16,2,30,2.2,0.4,441,754
20610,16.5,2,30,1.6,0.8,441,754
28080,17,2,30,1.2,0.4,441,754
35460,17.5,2,30,0.6,0.8,441,754
42930,18,2,30,0.2,0.4,441,754
41934,17.5,2,28,3.6,0.2,389,755
49404,18,2,28,3,0.8,389,755
41844,17.5,2,28,3.4,1,390,755
49224,18,2,28,3,0.4,390,755
49314,18,2,28,3,0.6,390,755
41664,17.5,2,28,3.4,0.6,391,755
41754,17.5,2,28,3.4,0.8,391,755
49134,18,2,28,3,0.2,391,755
16017,16,2,29,3.4,0.6,417,755
23487,16.5,2,29,3,0.2,417,755
30867,17,2,29,2.4,0.6,417,755
38337,17.5,2,29,2,0.2,417,755
45717,18,2,29,1.4,0.6,417,755
8457,15.5,2,29,3.8,0.8,418,755
8547,15.5,2,29,3.8,1,418,755
15927,16,2,29,3.4,0.4,418,755
23307,16.5,2,29,2.8,0.8,418,755
23397,16.5,2,29,2.8,1,418,755
30777,17,2,29,2.4,0.4,418,755
38157,17.5,2,29,1.8,0.8,418,755
38247,17.5,2,29,1.8,1,418,755
45627,18,2,29,1.4,0.4,418,755
8367,15.5,2,29,3.8,0.6,419,755
15837,16,2,29,3.4,0.2,419,755
23217,16.5,2,29,2.8,0.6,419,755
30687,17,2,29,2.4,0.2,419,755
38067,17.5,2,29,1.8,0.6,419,755
45537,18,2,29,1.4,0.2,419,755
13140,16,2,30,2.2,0.2,441,755
27990,17,2,30,1.2,0.2,441,755
42840,18,2,30,0.2,0.2,441,755
5670,15.5,2,30,2.6,0.6,442,755
13050,16,2,30,2,1,442,755
20520,16.5,2,30,1.6,0.6,442,755
27900,17,2,30,1,1,442,755
35370,17.5,2,30,0.6,0.6,442,755
5580,15.5,2,30,2.6,0.4,443,755
12960,16,2,30,2,0.8,443,755
20430,16.5,2,30,1.6,0.4,443,755
27810,17,2,30,1,0.8,443,755
35280,17.5,2,30,0.6,0.4,443,755
5490,15.5,2,30,2.6,0.2,444,755
20340,16.5,2,30,1.6,0.2,444,755
35190,17.5,2,30,0.6,0.2,444,755
34104,17,2,28,3.8,0.8,392,756
34194,17,2,28,3.8,1,392,756
41574,17.5,2,28,3.4,0.4,392,756
48954,18,2,28,2.8,0.8,392,756
49044,18,2,28,2.8,1,392,756
34014,17,2,28,3.8,0.6,393,756
41394,17.5,2,28,3.2,1,393,756
41484,17.5,2,28,3.4,0.2,393,756
48864,18,2,28,2.8,0.6,393,756
33924,17,2,28,3.8,0.4,394,756
41304,17.5,2,28,3.2,0.8,394,756
48774,18,2,28,2.8,0.4,394,756
8277,15.5,2,29,3.8,0.4,420,756
15657,16,2,29,3.2,0.8,420,756
15747,16,2,29,3.2,1,420,756
23127,16.5,2,29,2.8,0.4,420,756
30507,17,2,29,2.2,0.8,420,756
30597,17,2,29,2.2,1,420,756
37977,17.5,2,29,1.8,0.4,420,756
45357,18,2,29,1.2,0.8,420,756
45447,18,2,29,1.2,1,420,756
8097,15.5,2,29,3.6,1,421,756
8187,15.5,2,29,3.8,0.2,421,756
