LipProtrusion;LipRounding;AirSacLength;AirSacArea;F1;F2;
0.6;1;1;3;437;1299;
0.6;1;1;4;438;1299;
0.6;1;1;5;439;1296;
0.6;1;1;6;440;1292;
0.6;1;1;7;440;1286;
0.6;1;1;8;441;1279;
0.6;1;1;9;441;1271;
0.6;1;1;10;441;1262;
0.6;1;1;11;441;1252;
0.6;1;1;12;441;1242;
0.6;1;1;13;441;1230;
0.6;1;1;14;441;1217;
0.6;1;1;15;441;1204;
0.6;1;1;16;441;1191;
0.6;1;1;17;441;1176;
0.6;1;1;18;441;1162;
0.6;1;1;19;440;1147;
0.6;1;1;20;440;1132;
0.6;1;1;21;440;1118;
0.6;1;1;22;440;1103;
0.6;1;1;23;440;1088;
0.6;1;1;24;440;1074;
0.6;1;1;25;440;1060;
0.6;1;1;26;439;1047;
0.6;1;1;27;439;1033;
0.6;1;1;28;439;1020;
0.6;1;1;29;439;1008;
0.6;1;1;30;439;995;
0.6;1;2;1;404;1213;
0.6;1;2;2;422;1248;
0.6;1;2;3;429;1252;
0.6;1;2;4;432;1245;
0.6;1;2;5;434;1232;
0.6;1;2;6;435;1214;
0.6;1;2;7;436;1192;
0.6;1;2;8;436;1167;
0.6;1;2;9;436;1140;
0.6;1;2;10;437;1112;
0.6;1;2;11;437;1084;
0.6;1;2;12;437;1057;
0.6;1;2;13;437;1031;
0.6;1;2;14;436;1006;
0.6;1;2;15;436;983;
0.6;1;2;16;436;960;
0.6;1;2;17;436;939;
0.6;1;2;18;435;919;
0.6;1;2;19;435;901;
0.6;1;2;20;435;883;
0.6;1;2;21;434;866;
0.6;1;2;22;434;850;
0.6;1;2;23;434;835;
0.6;1;2;24;433;821;
0.6;1;2;25;433;808;
0.6;1;2;26;432;795;
0.6;1;2;27;432;783;
0.6;1;2;28;431;771;
0.6;1;2;29;431;760;
0.6;1;2;30;430;750;
0.6;1;1.5;1;413;1242;
0.6;1;1.5;2;428;1272;
0.6;1;1.5;3;433;1277;
0.6;1;1.5;4;435;1275;
0.6;1;1.5;5;437;1268;
0.6;1;1.5;6;438;1258;
0.6;1;1.5;7;438;1245;
0.6;1;1.5;8;438;1230;
0.6;1;1.5;9;439;1213;
0.6;1;1.5;10;439;1194;
0.6;1;1.5;11;439;1174;
0.6;1;1.5;12;439;1152;
0.6;1;1.5;13;439;1131;
0.6;1;1.5;14;439;1109;
0.6;1;1.5;15;439;1088;
0.6;1;1.5;16;438;1067;
0.6;1;1.5;17;438;1047;
0.6;1;1.5;18;438;1027;
0.6;1;1.5;19;438;1008;
0.6;1;1.5;20;438;990;
0.6;1;1.5;21;437;973;
0.6;1;1.5;22;437;956;
0.6;1;1.5;23;437;940;
0.6;1;1.5;24;437;925;
0.6;1;1.5;25;436;910;
0.6;1;1.5;26;436;897;
0.6;1;1.5;27;436;883;
0.6;1;1.5;28;436;871;
0.6;1;1.5;29;435;858;
0.6;1;1.5;30;435;847;
0.6;0.2;1;1;427;1282;
0.6;0.2;1;2;437;1305;
0.6;0.2;1;3;440;1310;
0.6;0.2;1;4;442;1309;
0.6;0.2;1;5;443;1306;
0.6;0.2;1;6;444;1301;
0.6;0.2;1;7;444;1295;
0.6;0.2;1;8;444;1288;
0.6;0.2;1;9;444;1280;
0.6;0.2;1;10;444;1270;
0.6;0.2;1;11;444;1260;
0.6;0.2;1;12;444;1249;
0.6;0.2;1;13;444;1237;
0.6;0.2;1;14;444;1224;
0.6;0.2;1;15;444;1210;
0.6;0.2;1;16;444;1196;
0.6;0.2;1;17;444;1181;
0.6;0.2;1;18;444;1166;
0.6;0.2;1;19;444;1151;
0.6;0.2;1;20;444;1136;
0.6;0.2;1;21;444;1121;
0.6;0.2;1;22;444;1106;
0.6;0.2;1;23;443;1092;
0.6;0.2;1;24;443;1077;
0.6;0.2;1;25;443;1063;
0.6;0.2;1;26;443;1049;
0.6;0.2;1;27;443;1036;
0.6;0.2;1;28;443;1023;
0.6;0.2;1;29;442;1010;
0.6;0.2;1;30;442;997;
0.6;0.2;2;1;407;1222;
0.6;0.2;2;2;426;1257;
0.6;0.2;2;3;432;1261;
0.6;0.2;2;4;436;1253;
0.6;0.2;2;5;437;1239;
0.6;0.2;2;6;439;1220;
0.6;0.2;2;7;439;1197;
0.6;0.2;2;8;440;1172;
0.6;0.2;2;9;440;1144;
0.6;0.2;2;10;440;1116;
0.6;0.2;2;11;440;1088;
0.6;0.2;2;12;440;1060;
0.6;0.2;2;13;440;1034;
0.6;0.2;2;14;440;1009;
0.6;0.2;2;15;440;985;
0.6;0.2;2;16;439;962;
0.6;0.2;2;17;439;941;
0.6;0.2;2;18;439;921;
0.6;0.2;2;19;438;902;
0.6;0.2;2;20;438;884;
0.6;0.2;2;21;438;868;
0.6;0.2;2;22;437;852;
0.6;0.2;2;23;437;837;
0.6;0.2;2;24;437;822;
0.6;0.2;2;25;436;809;
0.6;0.2;2;26;436;796;
0.6;0.2;2;27;435;784;
0.6;0.2;2;28;435;773;
0.6;0.2;2;29;434;762;
0.6;0.2;2;30;434;751;
0.6;0.2;1.5;1;416;1251;
0.6;0.2;1.5;2;431;1282;
0.6;0.2;1.5;3;436;1287;
0.6;0.2;1.5;4;439;1284;
0.6;0.2;1.5;5;440;1276;
0.6;0.2;1.5;6;441;1266;
0.6;0.2;1.5;7;442;1253;
0.6;0.2;1.5;8;442;1237;
0.6;0.2;1.5;9;442;1219;
0.6;0.2;1.5;10;442;1199;
0.6;0.2;1.5;11;442;1179;
0.6;0.2;1.5;12;442;1157;
0.6;0.2;1.5;13;442;1135;
0.6;0.2;1.5;14;442;1113;
0.6;0.2;1.5;15;442;1091;
0.6;0.2;1.5;16;442;1070;
0.6;0.2;1.5;17;442;1049;
0.6;0.2;1.5;18;442;1030;
0.6;0.2;1.5;19;441;1010;
0.6;0.2;1.5;20;441;992;
0.6;0.2;1.5;21;441;975;
0.6;0.2;1.5;22;441;958;
0.6;0.2;1.5;23;440;942;
0.6;0.2;1.5;24;440;927;
0.6;0.2;1.5;25;440;912;
0.6;0.2;1.5;26;440;898;
0.6;0.2;1.5;27;439;885;
0.6;0.2;1.5;28;439;872;
0.6;0.2;1.5;29;439;860;
0.6;0.2;1.5;30;438;848;
0.6;0.4;1;1;426;1279;
0.6;0.4;1;2;436;1302;
0.6;0.4;1;3;439;1307;
0.6;0.4;1;4;441;1307;
0.6;0.4;1;5;442;1303;
0.6;0.4;1;6;443;1299;
0.6;0.4;1;7;443;1293;
0.6;0.4;1;8;443;1286;
0.6;0.4;1;9;443;1277;
0.6;0.4;1;10;444;1268;
0.6;0.4;1;11;444;1258;
0.6;0.4;1;12;444;1247;
0.6;0.4;1;13;444;1235;
0.6;0.4;1;14;443;1222;
0.6;0.4;1;15;443;1209;
0.6;0.4;1;16;443;1195;
0.6;0.4;1;17;443;1180;
0.6;0.4;1;18;443;1165;
0.6;0.4;1;19;443;1150;
0.6;0.4;1;20;443;1135;
0.6;0.4;1;21;443;1120;
0.6;0.4;1;22;443;1105;
0.6;0.4;1;23;443;1091;
0.6;0.4;1;24;442;1076;
0.6;0.4;1;25;442;1062;
0.6;0.4;1;26;442;1048;
0.6;0.4;1;27;442;1035;
0.6;0.4;1;28;442;1022;
0.6;0.4;1;29;442;1009;
0.6;0.4;1;30;441;997;
0.6;0.4;2;1;406;1220;
0.6;0.4;2;2;425;1254;
0.6;0.4;2;3;431;1258;
0.6;0.4;2;4;435;1251;
0.6;0.4;2;5;437;1238;
0.6;0.4;2;6;438;1219;
0.6;0.4;2;7;438;1196;
0.6;0.4;2;8;439;1170;
0.6;0.4;2;9;439;1143;
0.6;0.4;2;10;439;1115;
0.6;0.4;2;11;439;1087;
0.6;0.4;2;12;439;1060;
0.6;0.4;2;13;439;1033;
0.6;0.4;2;14;439;1008;
0.6;0.4;2;15;439;984;
0.6;0.4;2;16;438;962;
0.6;0.4;2;17;438;941;
0.6;0.4;2;18;438;921;
0.6;0.4;2;19;438;902;
0.6;0.4;2;20;437;884;
0.6;0.4;2;21;437;867;
0.6;0.4;2;22;437;851;
0.6;0.4;2;23;436;836;
0.6;0.4;2;24;436;822;
0.6;0.4;2;25;435;809;
0.6;0.4;2;26;435;796;
0.6;0.4;2;27;434;784;
0.6;0.4;2;28;434;772;
0.6;0.4;2;29;433;761;
0.6;0.4;2;30;433;751;
0.6;0.4;1.5;1;416;1249;
0.6;0.4;1.5;2;430;1279;
0.6;0.4;1.5;3;435;1284;
0.6;0.4;1.5;4;438;1282;
0.6;0.4;1.5;5;439;1274;
0.6;0.4;1.5;6;440;1264;
0.6;0.4;1.5;7;441;1251;
0.6;0.4;1.5;8;441;1235;
0.6;0.4;1.5;9;441;1217;
0.6;0.4;1.5;10;441;1198;
0.6;0.4;1.5;11;441;1177;
0.6;0.4;1.5;12;441;1156;
0.6;0.4;1.5;13;441;1134;
0.6;0.4;1.5;14;441;1112;
0.6;0.4;1.5;15;441;1090;
0.6;0.4;1.5;16;441;1069;
0.6;0.4;1.5;17;441;1049;
0.6;0.4;1.5;18;441;1029;
0.6;0.4;1.5;19;440;1010;
0.6;0.4;1.5;20;440;992;
0.6;0.4;1.5;21;440;974;
0.6;0.4;1.5;22;440;957;
0.6;0.4;1.5;23;440;942;
0.6;0.4;1.5;24;439;926;
0.6;0.4;1.5;25;439;912;
0.6;0.4;1.5;26;439;898;
0.6;0.4;1.5;27;438;884;
0.6;0.4;1.5;28;438;872;
0.6;0.4;1.5;29;438;859;
0.6;0.4;1.5;30;437;848;
0.6;0.6;1;1;425;1277;
0.6;0.6;1;2;435;1300;
0.6;0.6;1;3;439;1304;
0.6;0.6;1;4;440;1304;
0.6;0.6;1;5;441;1301;
0.6;0.6;1;6;442;1296;
0.6;0.6;1;7;442;1290;
0.6;0.6;1;8;442;1283;
0.6;0.6;1;9;443;1275;
0.6;0.6;1;10;443;1266;
0.6;0.6;1;11;443;1256;
0.6;0.6;1;12;443;1245;
0.6;0.6;1;13;443;1233;
0.6;0.6;1;14;443;1221;
0.6;0.6;1;15;443;1207;
0.6;0.6;1;16;442;1193;
0.6;0.6;1;17;442;1179;
0.6;0.6;1;18;442;1164;
0.6;0.6;1;19;442;1149;
0.6;0.6;1;20;442;1134;
0.6;0.6;1;21;442;1119;
0.6;0.6;1;22;442;1105;
0.6;0.6;1;23;442;1090;
0.6;0.6;1;24;441;1076;
0.6;0.6;1;25;441;1062;
0.6;0.6;1;26;441;1048;
0.6;0.6;1;27;441;1034;
0.6;0.6;1;28;441;1021;
0.6;0.6;1;29;441;1009;
0.6;0.6;1;30;441;996;
0.6;0.6;2;1;405;1218;
0.6;0.6;2;2;424;1252;
0.6;0.6;2;3;431;1256;
0.6;0.6;2;4;434;1249;
0.6;0.6;2;5;436;1236;
0.6;0.6;2;6;437;1217;
0.6;0.6;2;7;437;1194;
0.6;0.6;2;8;438;1169;
0.6;0.6;2;9;438;1142;
0.6;0.6;2;10;438;1114;
0.6;0.6;2;11;438;1086;
0.6;0.6;2;12;438;1059;
0.6;0.6;2;13;438;1033;
0.6;0.6;2;14;438;1008;
0.6;0.6;2;15;438;984;
0.6;0.6;2;16;438;961;
0.6;0.6;2;17;437;940;
0.6;0.6;2;18;437;920;
0.6;0.6;2;19;437;901;
0.6;0.6;2;20;436;884;
0.6;0.6;2;21;436;867;
0.6;0.6;2;22;436;851;
0.6;0.6;2;23;435;836;
0.6;0.6;2;24;435;822;
0.6;0.6;2;25;434;808;
0.6;0.6;2;26;434;796;
0.6;0.6;2;27;434;783;
0.6;0.6;2;28;433;772;
0.6;0.6;2;29;433;761;
0.6;0.6;2;30;432;750;
0.6;0.6;1.5;1;415;1247;
0.6;0.6;1.5;2;430;1277;
0.6;0.6;1.5;3;435;1282;
0.6;0.6;1.5;4;437;1279;
0.6;0.6;1.5;5;438;1272;
0.6;0.6;1.5;6;439;1262;
0.6;0.6;1.5;7;440;1249;
0.6;0.6;1.5;8;440;1233;
0.6;0.6;1.5;9;440;1216;
0.6;0.6;1.5;10;441;1197;
0.6;0.6;1.5;11;441;1176;
0.6;0.6;1.5;12;441;1155;
0.6;0.6;1.5;13;441;1133;
0.6;0.6;1.5;14;440;1111;
0.6;0.6;1.5;15;440;1090;
0.6;0.6;1.5;16;440;1069;
0.6;0.6;1.5;17;440;1048;
0.6;0.6;1.5;18;440;1028;
0.6;0.6;1.5;19;440;1009;
0.6;0.6;1.5;20;439;991;
0.6;0.6;1.5;21;439;974;
0.6;0.6;1.5;22;439;957;
0.6;0.6;1.5;23;439;941;
0.6;0.6;1.5;24;438;926;
0.6;0.6;1.5;25;438;911;
0.6;0.6;1.5;26;438;897;
0.6;0.6;1.5;27;438;884;
0.6;0.6;1.5;28;437;871;
0.6;0.6;1.5;29;437;859;
0.6;0.6;1.5;30;437;847;
0.6;0.8;1;1;424;1274;
0.6;0.8;1;2;434;1297;
0.6;0.8;1;3;438;1302;
0.6;0.8;1;4;439;1302;
0.6;0.8;1;5;440;1299;
0.6;0.8;1;6;441;1294;
0.6;0.8;1;7;441;1288;
0.6;0.8;1;8;442;1281;
0.6;0.8;1;9;442;1273;
0.6;0.8;1;10;442;1264;
0.6;0.8;1;11;442;1254;
0.6;0.8;1;12;442;1243;
0.6;0.8;1;13;442;1232;
0.6;0.8;1;14;442;1219;
0.6;0.8;1;15;442;1206;
0.6;0.8;1;16;442;1192;
0.6;0.8;1;17;442;1178;
0.6;0.8;1;18;441;1163;
0.6;0.8;1;19;441;1148;
0.6;0.8;1;20;441;1133;
0.6;0.8;1;21;441;1118;
0.6;0.8;1;22;441;1104;
0.6;0.8;1;23;441;1089;
0.6;0.8;1;24;441;1075;
0.6;0.8;1;25;440;1061;
0.6;0.8;1;26;440;1047;
0.6;0.8;1;27;440;1034;
0.6;0.8;1;28;440;1021;
0.6;0.8;1;29;440;1008;
0.6;0.8;1;30;440;996;
0.6;0.8;2;1;405;1216;
0.6;0.8;2;2;423;1250;
0.6;0.8;2;3;430;1254;
0.6;0.8;2;4;433;1247;
0.6;0.8;2;5;435;1234;
0.6;0.8;2;6;436;1215;
0.6;0.8;2;7;437;1193;
0.6;0.8;2;8;437;1168;
0.6;0.8;2;9;437;1141;
0.6;0.8;2;10;437;1113;
0.6;0.8;2;11;437;1085;
0.6;0.8;2;12;437;1058;
0.6;0.8;2;13;437;1032;
0.6;0.8;2;14;437;1007;
0.6;0.8;2;15;437;983;
0.6;0.8;2;16;437;961;
0.6;0.8;2;17;437;940;
0.6;0.8;2;18;436;920;
0.6;0.8;2;19;436;901;
0.6;0.8;2;20;436;883;
0.6;0.8;2;21;435;866;
0.6;0.8;2;22;435;851;
0.6;0.8;2;23;434;836;
0.6;0.8;2;24;434;821;
0.6;0.8;2;25;434;808;
0.6;0.8;2;26;433;795;
0.6;0.8;2;27;433;783;
0.6;0.8;2;28;432;772;
0.6;0.8;2;29;432;761;
0.6;0.8;2;30;431;750;
0.6;0.8;1.5;1;414;1244;
0.6;0.8;1.5;2;429;1274;
0.6;0.8;1.5;3;434;1280;
0.6;0.8;1.5;4;436;1277;
0.6;0.8;1.5;5;438;1270;
0.6;0.8;1.5;6;438;1260;
0.6;0.8;1.5;7;439;1247;
0.6;0.8;1.5;8;439;1231;
0.6;0.8;1.5;9;440;1214;
0.6;0.8;1.5;10;440;1195;
0.6;0.8;1.5;11;440;1175;
0.6;0.8;1.5;12;440;1154;
0.6;0.8;1.5;13;440;1132;
0.6;0.8;1.5;14;440;1110;
0.6;0.8;1.5;15;439;1089;
0.6;0.8;1.5;16;439;1068;
0.6;0.8;1.5;17;439;1047;
0.6;0.8;1.5;18;439;1028;
0.6;0.8;1.5;19;439;1009;
0.6;0.8;1.5;20;439;991;
0.6;0.8;1.5;21;438;973;
0.6;0.8;1.5;22;438;957;
0.6;0.8;1.5;23;438;941;
0.6;0.8;1.5;24;438;925;
0.6;0.8;1.5;25;437;911;
0.6;0.8;1.5;26;437;897;
0.6;0.8;1.5;27;437;884;
0.6;0.8;1.5;28;436;871;
0.6;0.8;1.5;29;436;859;
0.6;0.8;1.5;30;436;847;
0.8;1;1;1;419;1260;
0.8;1;1;2;429;1282;
0.8;1;1;3;433;1287;
0.8;1;1;4;434;1287;
0.8;1;1;5;435;1284;
0.8;1;1;6;436;1280;
0.8;1;1;7;436;1274;
0.8;1;1;8;436;1268;
0.8;1;1;9;436;1260;
0.8;1;1;10;437;1252;
0.8;1;1;11;437;1243;
0.8;1;1;12;437;1232;
0.8;1;1;13;437;1221;
0.8;1;1;14;437;1209;
0.8;1;1;15;436;1197;
0.8;1;1;16;436;1184;
0.8;1;1;17;436;1170;
0.8;1;1;18;436;1156;
0.8;1;1;19;436;1142;
0.8;1;1;20;436;1127;
0.8;1;1;21;436;1113;
0.8;1;1;22;436;1099;
0.8;1;1;23;436;1085;
0.8;1;1;24;435;1071;
0.8;1;1;25;435;1057;
0.8;1;1;26;435;1043;
0.8;1;1;27;435;1030;
0.8;1;1;28;435;1017;
0.8;1;1;29;435;1005;
0.8;1;1;30;435;993;
0.8;1;2;1;400;1202;
0.8;1;2;2;418;1236;
0.8;1;2;3;425;1241;
0.8;1;2;4;428;1235;
0.8;1;2;5;430;1222;
0.8;1;2;6;431;1205;
0.8;1;2;7;432;1184;
0.8;1;2;8;432;1160;
0.8;1;2;9;432;1134;
0.8;1;2;10;432;1107;
0.8;1;2;11;432;1080;
0.8;1;2;12;432;1054;
0.8;1;2;13;432;1028;
0.8;1;2;14;432;1004;
0.8;1;2;15;432;980;
0.8;1;2;16;432;958;
0.8;1;2;17;432;937;
0.8;1;2;18;431;917;
0.8;1;2;19;431;899;
0.8;1;2;20;431;881;
0.8;1;2;21;430;864;
0.8;1;2;22;430;849;
0.8;1;2;23;430;834;
0.8;1;2;24;429;819;
0.8;1;2;25;429;806;
0.8;1;2;26;428;793;
0.8;1;2;27;428;781;
0.8;1;2;28;428;770;
0.8;1;2;29;427;759;
0.8;1;2;30;427;748;
0.8;1;1.5;1;409;1230;
0.8;1;1.5;2;424;1260;
0.8;1;1.5;3;429;1266;
0.8;1;1.5;4;431;1263;
0.8;1;1.5;5;432;1257;
0.8;1;1.5;6;433;1247;
0.8;1;1.5;7;434;1235;
0.8;1;1.5;8;434;1221;
0.8;1;1.5;9;434;1205;
0.8;1;1.5;10;435;1187;
0.8;1;1.5;11;435;1167;
0.8;1;1.5;12;435;1147;
0.8;1;1.5;13;435;1126;
0.8;1;1.5;14;434;1105;
0.8;1;1.5;15;434;1084;
0.8;1;1.5;16;434;1064;
0.8;1;1.5;17;434;1044;
0.8;1;1.5;18;434;1024;
0.8;1;1.5;19;434;1005;
0.8;1;1.5;20;434;988;
0.8;1;1.5;21;433;970;
0.8;1;1.5;22;433;954;
0.8;1;1.5;23;433;938;
0.8;1;1.5;24;433;923;
0.8;1;1.5;25;432;909;
0.8;1;1.5;26;432;895;
0.8;1;1.5;27;432;881;
0.8;1;1.5;28;432;869;
0.8;1;1.5;29;431;857;
0.8;1;1.5;30;431;845;
0.8;0.2;1;1;422;1269;
0.8;0.2;1;2;433;1292;
0.8;0.2;1;3;436;1297;
0.8;0.2;1;4;438;1297;
0.8;0.2;1;5;439;1294;
0.8;0.2;1;6;439;1289;
0.8;0.2;1;7;440;1284;
0.8;0.2;1;8;440;1277;
0.8;0.2;1;9;440;1269;
0.8;0.2;1;10;440;1260;
0.8;0.2;1;11;440;1250;
0.8;0.2;1;12;440;1240;
0.8;0.2;1;13;440;1228;
0.8;0.2;1;14;440;1216;
0.8;0.2;1;15;440;1203;
0.8;0.2;1;16;440;1189;
0.8;0.2;1;17;440;1175;
0.8;0.2;1;18;440;1161;
0.8;0.2;1;19;440;1146;
0.8;0.2;1;20;439;1131;
0.8;0.2;1;21;439;1117;
0.8;0.2;1;22;439;1102;
0.8;0.2;1;23;439;1088;
0.8;0.2;1;24;439;1073;
0.8;0.2;1;25;439;1060;
0.8;0.2;1;26;439;1046;
0.8;0.2;1;27;438;1033;
0.8;0.2;1;28;438;1020;
0.8;0.2;1;29;438;1007;
0.8;0.2;1;30;438;995;
0.8;0.2;2;1;403;1211;
0.8;0.2;2;2;422;1245;
0.8;0.2;2;3;428;1250;
0.8;0.2;2;4;431;1243;
0.8;0.2;2;5;433;1230;
0.8;0.2;2;6;434;1212;
0.8;0.2;2;7;435;1190;
0.8;0.2;2;8;435;1165;
0.8;0.2;2;9;436;1139;
0.8;0.2;2;10;436;1111;
0.8;0.2;2;11;436;1084;
0.8;0.2;2;12;436;1057;
0.8;0.2;2;13;436;1031;
0.8;0.2;2;14;436;1006;
0.8;0.2;2;15;435;982;
0.8;0.2;2;16;435;960;
0.8;0.2;2;17;435;939;
0.8;0.2;2;18;435;919;
0.8;0.2;2;19;434;900;
0.8;0.2;2;20;434;882;
0.8;0.2;2;21;434;866;
0.8;0.2;2;22;433;850;
0.8;0.2;2;23;433;835;
0.8;0.2;2;24;432;821;
0.8;0.2;2;25;432;807;
0.8;0.2;2;26;432;795;
0.8;0.2;2;27;431;782;
0.8;0.2;2;28;431;771;
0.8;0.2;2;29;430;760;
0.8;0.2;2;30;430;750;
0.8;0.2;1.5;1;413;1240;
0.8;0.2;1.5;2;427;1270;
0.8;0.2;1.5;3;432;1275;
0.8;0.2;1.5;4;434;1272;
0.8;0.2;1.5;5;436;1265;
0.8;0.2;1.5;6;437;1256;
0.8;0.2;1.5;7;437;1243;
0.8;0.2;1.5;8;438;1228;
0.8;0.2;1.5;9;438;1211;
0.8;0.2;1.5;10;438;1192;
0.8;0.2;1.5;11;438;1172;
0.8;0.2;1.5;12;438;1151;
0.8;0.2;1.5;13;438;1130;
0.8;0.2;1.5;14;438;1108;
0.8;0.2;1.5;15;438;1087;
0.8;0.2;1.5;16;438;1066;
0.8;0.2;1.5;17;437;1046;
0.8;0.2;1.5;18;437;1027;
0.8;0.2;1.5;19;437;1008;
0.8;0.2;1.5;20;437;990;
0.8;0.2;1.5;21;437;972;
0.8;0.2;1.5;22;436;956;
0.8;0.2;1.5;23;436;940;
0.8;0.2;1.5;24;436;925;
0.8;0.2;1.5;25;436;910;
0.8;0.2;1.5;26;435;896;
0.8;0.2;1.5;27;435;883;
0.8;0.2;1.5;28;435;870;
0.8;0.2;1.5;29;434;858;
0.8;0.2;1.5;30;434;846;
0.8;0.4;1;1;422;1267;
0.8;0.4;1;2;432;1290;
0.8;0.4;1;3;435;1295;
0.8;0.4;1;4;437;1294;
0.8;0.4;1;5;438;1291;
0.8;0.4;1;6;438;1287;
0.8;0.4;1;7;439;1281;
0.8;0.4;1;8;439;1275;
0.8;0.4;1;9;439;1267;
0.8;0.4;1;10;439;1258;
0.8;0.4;1;11;439;1248;
0.8;0.4;1;12;439;1238;
0.8;0.4;1;13;439;1226;
0.8;0.4;1;14;439;1214;
0.8;0.4;1;15;439;1201;
0.8;0.4;1;16;439;1188;
0.8;0.4;1;17;439;1174;
0.8;0.4;1;18;439;1160;
0.8;0.4;1;19;439;1145;
0.8;0.4;1;20;439;1130;
0.8;0.4;1;21;438;1116;
0.8;0.4;1;22;438;1101;
0.8;0.4;1;23;438;1087;
0.8;0.4;1;24;438;1073;
0.8;0.4;1;25;438;1059;
0.8;0.4;1;26;438;1045;
0.8;0.4;1;27;438;1032;
0.8;0.4;1;28;437;1019;
0.8;0.4;1;29;437;1007;
0.8;0.4;1;30;437;994;
0.8;0.4;2;1;402;1209;
0.8;0.4;2;2;421;1243;
0.8;0.4;2;3;427;1248;
0.8;0.4;2;4;430;1241;
0.8;0.4;2;5;432;1228;
0.8;0.4;2;6;433;1210;
0.8;0.4;2;7;434;1189;
0.8;0.4;2;8;435;1164;
0.8;0.4;2;9;435;1138;
0.8;0.4;2;10;435;1110;
0.8;0.4;2;11;435;1083;
0.8;0.4;2;12;435;1056;
0.8;0.4;2;13;435;1030;
0.8;0.4;2;14;435;1005;
0.8;0.4;2;15;434;982;
0.8;0.4;2;16;434;960;
0.8;0.4;2;17;434;938;
0.8;0.4;2;18;434;919;
0.8;0.4;2;19;433;900;
0.8;0.4;2;20;433;882;
0.8;0.4;2;21;433;865;
0.8;0.4;2;22;432;850;
0.8;0.4;2;23;432;835;
0.8;0.4;2;24;432;820;
0.8;0.4;2;25;431;807;
0.8;0.4;2;26;431;794;
0.8;0.4;2;27;430;782;
0.8;0.4;2;28;430;771;
0.8;0.4;2;29;429;760;
0.8;0.4;2;30;429;749;
0.8;0.4;1.5;1;412;1237;
0.8;0.4;1.5;2;426;1267;
0.8;0.4;1.5;3;431;1273;
0.8;0.4;1.5;4;434;1270;
0.8;0.4;1.5;5;435;1263;
0.8;0.4;1.5;6;436;1253;
0.8;0.4;1.5;7;436;1241;
0.8;0.4;1.5;8;437;1226;
0.8;0.4;1.5;9;437;1209;
0.8;0.4;1.5;10;437;1191;
0.8;0.4;1.5;11;437;1171;
0.8;0.4;1.5;12;437;1150;
0.8;0.4;1.5;13;437;1129;
0.8;0.4;1.5;14;437;1108;
0.8;0.4;1.5;15;437;1086;
0.8;0.4;1.5;16;437;1066;
0.8;0.4;1.5;17;437;1045;
0.8;0.4;1.5;18;436;1026;
0.8;0.4;1.5;19;436;1007;
0.8;0.4;1.5;20;436;989;
0.8;0.4;1.5;21;436;972;
0.8;0.4;1.5;22;436;955;
0.8;0.4;1.5;23;435;939;
0.8;0.4;1.5;24;435;924;
0.8;0.4;1.5;25;435;910;
0.8;0.4;1.5;26;435;896;
0.8;0.4;1.5;27;434;883;
0.8;0.4;1.5;28;434;870;
0.8;0.4;1.5;29;434;858;
0.8;0.4;1.5;30;433;846;
0.8;0.6;1;1;421;1265;
0.8;0.6;1;2;431;1287;
0.8;0.6;1;3;434;1292;
0.8;0.6;1;4;436;1292;
0.8;0.6;1;5;437;1289;
0.8;0.6;1;6;437;1285;
0.8;0.6;1;7;438;1279;
0.8;0.6;1;8;438;1272;
0.8;0.6;1;9;438;1265;
0.8;0.6;1;10;438;1256;
0.8;0.6;1;11;438;1247;
0.8;0.6;1;12;438;1236;
0.8;0.6;1;13;438;1225;
0.8;0.6;1;14;438;1213;
0.8;0.6;1;15;438;1200;
0.8;0.6;1;16;438;1186;
0.8;0.6;1;17;438;1173;
0.8;0.6;1;18;438;1158;
0.8;0.6;1;19;438;1144;
0.8;0.6;1;20;438;1129;
0.8;0.6;1;21;438;1115;
0.8;0.6;1;22;437;1100;
0.8;0.6;1;23;437;1086;
0.8;0.6;1;24;437;1072;
0.8;0.6;1;25;437;1058;
0.8;0.6;1;26;437;1045;
0.8;0.6;1;27;437;1031;
0.8;0.6;1;28;437;1019;
0.8;0.6;1;29;436;1006;
0.8;0.6;1;30;436;994;
0.8;0.6;2;1;402;1207;
0.8;0.6;2;2;420;1241;
0.8;0.6;2;3;426;1245;
0.8;0.6;2;4;430;1239;
0.8;0.6;2;5;431;1226;
0.8;0.6;2;6;433;1209;
0.8;0.6;2;7;433;1187;
0.8;0.6;2;8;434;1163;
0.8;0.6;2;9;434;1136;
0.8;0.6;2;10;434;1109;
0.8;0.6;2;11;434;1082;
0.8;0.6;2;12;434;1055;
0.8;0.6;2;13;434;1030;
0.8;0.6;2;14;434;1005;
0.8;0.6;2;15;434;981;
0.8;0.6;2;16;433;959;
0.8;0.6;2;17;433;938;
0.8;0.6;2;18;433;918;
0.8;0.6;2;19;433;899;
0.8;0.6;2;20;432;882;
0.8;0.6;2;21;432;865;
0.8;0.6;2;22;432;849;
0.8;0.6;2;23;431;834;
0.8;0.6;2;24;431;820;
0.8;0.6;2;25;430;807;
0.8;0.6;2;26;430;794;
0.8;0.6;2;27;430;782;
0.8;0.6;2;28;429;770;
0.8;0.6;2;29;429;759;
0.8;0.6;2;30;428;749;
0.8;0.6;1.5;1;411;1235;
0.8;0.6;1.5;2;425;1265;
0.8;0.6;1.5;3;430;1270;
