LipProtrusion;LipRounding;AirSacLength;AirSacArea;F1;F2;
1;1;1;1;415;1248;
1;1;1;2;425;1270;
1;1;1;3;428;1275;
1;1;1;4;430;1275;
1;1;1;5;431;1272;
1;1;1;6;431;1268;
1;1;1;7;432;1263;
1;1;1;8;432;1257;
1;1;1;9;432;1250;
1;1;1;10;432;1242;
1;1;1;11;432;1233;
1;1;1;12;432;1223;
1;1;1;13;432;1213;
1;1;1;14;432;1202;
1;1;1;15;432;1190;
1;1;1;16;432;1177;
1;1;1;17;432;1164;
1;1;1;18;432;1150;
1;1;1;19;432;1136;
1;1;1;20;432;1122;
1;1;1;21;432;1108;
1;1;1;22;432;1094;
1;1;1;23;431;1081;
1;1;1;24;431;1067;
1;1;1;25;431;1053;
1;1;1;26;431;1040;
1;1;1;27;431;1027;
1;1;1;28;431;1015;
1;1;1;29;431;1002;
1;1;1;30;430;990;
1;1;2;1;397;1192;
1;1;2;2;415;1225;
1;1;2;3;421;1230;
1;1;2;4;424;1225;
1;1;2;5;426;1213;
1;1;2;6;427;1197;
1;1;2;7;427;1177;
1;1;2;8;428;1154;
1;1;2;9;428;1129;
1;1;2;10;428;1103;
1;1;2;11;428;1076;
1;1;2;12;428;1050;
1;1;2;13;428;1025;
1;1;2;14;428;1001;
1;1;2;15;428;978;
1;1;2;16;428;956;
1;1;2;17;428;935;
1;1;2;18;427;915;
1;1;2;19;427;897;
1;1;2;20;427;879;
1;1;2;21;426;863;
1;1;2;22;426;847;
1;1;2;23;426;832;
1;1;2;24;425;818;
1;1;2;25;425;804;
1;1;2;26;425;792;
1;1;2;27;424;780;
1;1;2;28;424;768;
1;1;2;29;423;757;
1;1;2;30;423;747;
1;1;1.5;1;406;1219;
1;1;1.5;2;420;1248;
1;1;1.5;3;425;1254;
1;1;1.5;4;427;1252;
1;1;1.5;5;428;1246;
1;1;1.5;6;429;1237;
1;1;1.5;7;430;1226;
1;1;1.5;8;430;1212;
1;1;1.5;9;430;1197;
1;1;1.5;10;430;1179;
1;1;1.5;11;430;1161;
1;1;1.5;12;430;1141;
1;1;1.5;13;430;1121;
1;1;1.5;14;430;1100;
1;1;1.5;15;430;1080;
1;1;1.5;16;430;1060;
1;1;1.5;17;430;1040;
1;1;1.5;18;430;1021;
1;1;1.5;19;430;1003;
1;1;1.5;20;429;985;
1;1;1.5;21;429;968;
1;1;1.5;22;429;952;
1;1;1.5;23;429;936;
1;1;1.5;24;429;921;
1;1;1.5;25;428;907;
1;1;1.5;26;428;893;
1;1;1.5;27;428;880;
1;1;1.5;28;428;867;
1;1;1.5;29;427;855;
1;1;1.5;30;427;843;
1;0.2;1;1;418;1257;
1;0.2;1;2;428;1280;
1;0.2;1;3;432;1285;
1;0.2;1;4;433;1284;
1;0.2;1;5;434;1282;
1;0.2;1;6;435;1278;
1;0.2;1;7;435;1272;
1;0.2;1;8;435;1266;
1;0.2;1;9;436;1258;
1;0.2;1;10;436;1250;
1;0.2;1;11;436;1241;
1;0.2;1;12;436;1231;
1;0.2;1;13;436;1220;
1;0.2;1;14;436;1208;
1;0.2;1;15;436;1195;
1;0.2;1;16;436;1182;
1;0.2;1;17;435;1169;
1;0.2;1;18;435;1155;
1;0.2;1;19;435;1141;
1;0.2;1;20;435;1126;
1;0.2;1;21;435;1112;
1;0.2;1;22;435;1098;
1;0.2;1;23;435;1084;
1;0.2;1;24;435;1070;
1;0.2;1;25;435;1056;
1;0.2;1;26;434;1043;
1;0.2;1;27;434;1030;
1;0.2;1;28;434;1017;
1;0.2;1;29;434;1004;
1;0.2;1;30;434;992;
1;0.2;2;1;399;1200;
1;0.2;2;2;418;1234;
1;0.2;2;3;424;1239;
1;0.2;2;4;427;1233;
1;0.2;2;5;429;1221;
1;0.2;2;6;430;1203;
1;0.2;2;7;431;1183;
1;0.2;2;8;431;1159;
1;0.2;2;9;431;1133;
1;0.2;2;10;432;1106;
1;0.2;2;11;432;1080;
1;0.2;2;12;432;1053;
1;0.2;2;13;431;1028;
1;0.2;2;14;431;1003;
1;0.2;2;15;431;980;
1;0.2;2;16;431;958;
1;0.2;2;17;431;937;
1;0.2;2;18;430;917;
1;0.2;2;19;430;898;
1;0.2;2;20;430;881;
1;0.2;2;21;430;864;
1;0.2;2;22;429;848;
1;0.2;2;23;429;833;
1;0.2;2;24;428;819;
1;0.2;2;25;428;806;
1;0.2;2;26;428;793;
1;0.2;2;27;427;781;
1;0.2;2;28;427;769;
1;0.2;2;29;426;758;
1;0.2;2;30;426;748;
1;0.2;1.5;1;409;1228;
1;0.2;1.5;2;423;1258;
1;0.2;1.5;3;428;1263;
1;0.2;1.5;4;430;1261;
1;0.2;1.5;5;432;1255;
1;0.2;1.5;6;432;1245;
1;0.2;1.5;7;433;1233;
1;0.2;1.5;8;433;1219;
1;0.2;1.5;9;434;1203;
1;0.2;1.5;10;434;1185;
1;0.2;1.5;11;434;1166;
1;0.2;1.5;12;434;1146;
1;0.2;1.5;13;434;1125;
1;0.2;1.5;14;434;1104;
1;0.2;1.5;15;433;1083;
1;0.2;1.5;16;433;1063;
1;0.2;1.5;17;433;1043;
1;0.2;1.5;18;433;1024;
1;0.2;1.5;19;433;1005;
1;0.2;1.5;20;433;987;
1;0.2;1.5;21;432;970;
1;0.2;1.5;22;432;953;
1;0.2;1.5;23;432;938;
1;0.2;1.5;24;432;923;
1;0.2;1.5;25;432;908;
1;0.2;1.5;26;431;894;
1;0.2;1.5;27;431;881;
1;0.2;1.5;28;431;868;
1;0.2;1.5;29;430;856;
1;0.2;1.5;30;430;845;
1;0.4;1;1;418;1255;
1;0.4;1;2;428;1277;
1;0.4;1;3;431;1282;
1;0.4;1;4;432;1282;
1;0.4;1;5;433;1279;
1;0.4;1;6;434;1275;
1;0.4;1;7;434;1270;
1;0.4;1;8;435;1264;
1;0.4;1;9;435;1256;
1;0.4;1;10;435;1248;
1;0.4;1;11;435;1239;
1;0.4;1;12;435;1229;
1;0.4;1;13;435;1218;
1;0.4;1;14;435;1206;
1;0.4;1;15;435;1194;
1;0.4;1;16;435;1181;
1;0.4;1;17;435;1168;
1;0.4;1;18;435;1154;
1;0.4;1;19;434;1140;
1;0.4;1;20;434;1125;
1;0.4;1;21;434;1111;
1;0.4;1;22;434;1097;
1;0.4;1;23;434;1083;
1;0.4;1;24;434;1069;
1;0.4;1;25;434;1055;
1;0.4;1;26;434;1042;
1;0.4;1;27;433;1029;
1;0.4;1;28;433;1016;
1;0.4;1;29;433;1004;
1;0.4;1;30;433;992;
1;0.4;2;1;399;1198;
1;0.4;2;2;417;1232;
1;0.4;2;3;423;1237;
1;0.4;2;4;426;1231;
1;0.4;2;5;428;1219;
1;0.4;2;6;429;1202;
1;0.4;2;7;430;1181;
1;0.4;2;8;430;1158;
1;0.4;2;9;431;1132;
1;0.4;2;10;431;1105;
1;0.4;2;11;431;1079;
1;0.4;2;12;431;1052;
1;0.4;2;13;431;1027;
1;0.4;2;14;431;1003;
1;0.4;2;15;430;979;
1;0.4;2;16;430;957;
1;0.4;2;17;430;936;
1;0.4;2;18;430;916;
1;0.4;2;19;429;898;
1;0.4;2;20;429;880;
1;0.4;2;21;429;864;
1;0.4;2;22;428;848;
1;0.4;2;23;428;833;
1;0.4;2;24;428;819;
1;0.4;2;25;427;805;
1;0.4;2;26;427;793;
1;0.4;2;27;426;781;
1;0.4;2;28;426;769;
1;0.4;2;29;426;758;
1;0.4;2;30;425;748;
1;0.4;1.5;1;408;1226;
1;0.4;1.5;2;422;1255;
1;0.4;1.5;3;427;1261;
1;0.4;1.5;4;429;1259;
1;0.4;1.5;5;431;1253;
1;0.4;1.5;6;432;1243;
1;0.4;1.5;7;432;1231;
1;0.4;1.5;8;432;1217;
1;0.4;1.5;9;433;1201;
1;0.4;1.5;10;433;1184;
1;0.4;1.5;11;433;1165;
1;0.4;1.5;12;433;1145;
1;0.4;1.5;13;433;1124;
1;0.4;1.5;14;433;1103;
1;0.4;1.5;15;433;1082;
1;0.4;1.5;16;433;1062;
1;0.4;1.5;17;432;1042;
1;0.4;1.5;18;432;1023;
1;0.4;1.5;19;432;1004;
1;0.4;1.5;20;432;987;
1;0.4;1.5;21;432;969;
1;0.4;1.5;22;431;953;
1;0.4;1.5;23;431;937;
1;0.4;1.5;24;431;922;
1;0.4;1.5;25;431;908;
1;0.4;1.5;26;430;894;
1;0.4;1.5;27;430;881;
1;0.4;1.5;28;430;868;
1;0.4;1.5;29;430;856;
1;0.4;1.5;30;429;844;
1;0.6;1;1;417;1253;
1;0.6;1;2;427;1275;
1;0.6;1;3;430;1280;
1;0.6;1;4;432;1280;
1;0.6;1;5;433;1277;
1;0.6;1;6;433;1273;
1;0.6;1;7;433;1268;
1;0.6;1;8;434;1261;
1;0.6;1;9;434;1254;
1;0.6;1;10;434;1246;
1;0.6;1;11;434;1237;
1;0.6;1;12;434;1227;
1;0.6;1;13;434;1216;
1;0.6;1;14;434;1205;
1;0.6;1;15;434;1192;
1;0.6;1;16;434;1180;
1;0.6;1;17;434;1166;
1;0.6;1;18;434;1153;
1;0.6;1;19;434;1139;
1;0.6;1;20;433;1124;
1;0.6;1;21;433;1110;
1;0.6;1;22;433;1096;
1;0.6;1;23;433;1082;
1;0.6;1;24;433;1068;
1;0.6;1;25;433;1055;
1;0.6;1;26;433;1041;
1;0.6;1;27;433;1028;
1;0.6;1;28;432;1016;
1;0.6;1;29;432;1003;
1;0.6;1;30;432;991;
1;0.6;2;1;398;1196;
1;0.6;2;2;416;1230;
1;0.6;2;3;422;1235;
1;0.6;2;4;425;1229;
1;0.6;2;5;427;1217;
1;0.6;2;6;428;1200;
1;0.6;2;7;429;1180;
1;0.6;2;8;429;1156;
1;0.6;2;9;430;1131;
1;0.6;2;10;430;1105;
1;0.6;2;11;430;1078;
1;0.6;2;12;430;1052;
1;0.6;2;13;430;1026;
1;0.6;2;14;430;1002;
1;0.6;2;15;430;979;
1;0.6;2;16;429;957;
1;0.6;2;17;429;936;
1;0.6;2;18;429;916;
1;0.6;2;19;429;897;
1;0.6;2;20;428;880;
1;0.6;2;21;428;863;
1;0.6;2;22;428;847;
1;0.6;2;23;427;833;
1;0.6;2;24;427;818;
1;0.6;2;25;427;805;
1;0.6;2;26;426;792;
1;0.6;2;27;426;780;
1;0.6;2;28;425;769;
1;0.6;2;29;425;758;
1;0.6;2;30;424;747;
1;0.6;1.5;1;407;1224;
1;0.6;1.5;2;421;1253;
1;0.6;1.5;3;426;1259;
1;0.6;1.5;4;429;1257;
1;0.6;1.5;5;430;1250;
1;0.6;1.5;6;431;1241;
1;0.6;1.5;7;431;1230;
1;0.6;1.5;8;432;1216;
1;0.6;1.5;9;432;1200;
1;0.6;1.5;10;432;1182;
1;0.6;1.5;11;432;1163;
1;0.6;1.5;12;432;1143;
1;0.6;1.5;13;432;1123;
1;0.6;1.5;14;432;1102;
1;0.6;1.5;15;432;1082;
1;0.6;1.5;16;432;1061;
1;0.6;1.5;17;432;1042;
1;0.6;1.5;18;431;1022;
1;0.6;1.5;19;431;1004;
1;0.6;1.5;20;431;986;
1;0.6;1.5;21;431;969;
1;0.6;1.5;22;431;952;
1;0.6;1.5;23;430;937;
1;0.6;1.5;24;430;922;
1;0.6;1.5;25;430;907;
1;0.6;1.5;26;430;894;
1;0.6;1.5;27;429;880;
1;0.6;1.5;28;429;868;
1;0.6;1.5;29;429;856;
1;0.6;1.5;30;429;844;
1;0.8;1;1;416;1250;
1;0.8;1;2;426;1272;
1;0.8;1;3;429;1277;
1;0.8;1;4;431;1277;
1;0.8;1;5;432;1275;
1;0.8;1;6;432;1271;
1;0.8;1;7;433;1265;
1;0.8;1;8;433;1259;
1;0.8;1;9;433;1252;
1;0.8;1;10;433;1244;
1;0.8;1;11;433;1235;
1;0.8;1;12;433;1225;
1;0.8;1;13;433;1215;
1;0.8;1;14;433;1203;
1;0.8;1;15;433;1191;
1;0.8;1;16;433;1178;
1;0.8;1;17;433;1165;
1;0.8;1;18;433;1151;
1;0.8;1;19;433;1137;
1;0.8;1;20;433;1123;
1;0.8;1;21;433;1109;
1;0.8;1;22;432;1095;
1;0.8;1;23;432;1081;
1;0.8;1;24;432;1068;
1;0.8;1;25;432;1054;
1;0.8;1;26;432;1041;
1;0.8;1;27;432;1028;
1;0.8;1;28;432;1015;
1;0.8;1;29;431;1003;
1;0.8;1;30;431;991;
1;0.8;2;1;397;1194;
1;0.8;2;2;415;1228;
1;0.8;2;3;422;1232;
1;0.8;2;4;425;1227;
1;0.8;2;5;426;1215;
1;0.8;2;6;428;1198;
1;0.8;2;7;428;1178;
1;0.8;2;8;429;1155;
1;0.8;2;9;429;1130;
1;0.8;2;10;429;1104;
1;0.8;2;11;429;1077;
1;0.8;2;12;429;1051;
1;0.8;2;13;429;1026;
1;0.8;2;14;429;1001;
1;0.8;2;15;429;978;
1;0.8;2;16;429;956;
1;0.8;2;17;428;935;
1;0.8;2;18;428;916;
1;0.8;2;19;428;897;
1;0.8;2;20;427;879;
1;0.8;2;21;427;863;
1;0.8;2;22;427;847;
1;0.8;2;23;426;832;
1;0.8;2;24;426;818;
1;0.8;2;25;426;805;
1;0.8;2;26;425;792;
1;0.8;2;27;425;780;
1;0.8;2;28;424;768;
1;0.8;2;29;424;757;
1;0.8;2;30;424;747;
1;0.8;1.5;1;406;1221;
1;0.8;1.5;2;421;1251;
1;0.8;1.5;3;425;1256;
1;0.8;1.5;4;428;1254;
1;0.8;1.5;5;429;1248;
1;0.8;1.5;6;430;1239;
1;0.8;1.5;7;430;1228;
1;0.8;1.5;8;431;1214;
1;0.8;1.5;9;431;1198;
1;0.8;1.5;10;431;1181;
1;0.8;1.5;11;431;1162;
1;0.8;1.5;12;431;1142;
1;0.8;1.5;13;431;1122;
1;0.8;1.5;14;431;1101;
1;0.8;1.5;15;431;1081;
1;0.8;1.5;16;431;1061;
1;0.8;1.5;17;431;1041;
1;0.8;1.5;18;431;1022;
1;0.8;1.5;19;430;1003;
1;0.8;1.5;20;430;985;
1;0.8;1.5;21;430;968;
1;0.8;1.5;22;430;952;
1;0.8;1.5;23;430;936;
1;0.8;1.5;24;429;921;
1;0.8;1.5;25;429;907;
1;0.8;1.5;26;429;893;
1;0.8;1.5;27;429;880;
1;0.8;1.5;28;428;867;
1;0.8;1.5;29;428;855;
1;0.8;1.5;30;428;844;
2;1;1;1;397;1192;
2;1;1;2;405;1213;
2;1;1;3;408;1218;
2;1;1;4;410;1218;
2;1;1;5;411;1216;
2;1;1;6;411;1213;
2;1;1;7;412;1210;
2;1;1;8;412;1205;
2;1;1;9;412;1199;
2;1;1;10;412;1193;
2;1;1;11;412;1186;
2;1;1;12;412;1179;
2;1;1;13;412;1171;
2;1;1;14;412;1162;
2;1;1;15;412;1152;
2;1;1;16;412;1142;
2;1;1;17;412;1131;
2;1;1;18;412;1120;
2;1;1;19;412;1109;
2;1;1;20;412;1097;
2;1;1;21;412;1085;
2;1;1;22;412;1073;
2;1;1;23;412;1060;
2;1;1;24;411;1048;
2;1;1;25;411;1036;
2;1;1;26;411;1024;
2;1;1;27;411;1012;
2;1;1;28;411;1000;
2;1;1;29;411;989;
2;1;1;30;411;977;
2;1;2;1;379;1140;
2;1;2;2;396;1173;
2;1;2;3;402;1179;
2;1;2;4;404;1176;
2;1;2;5;406;1167;
2;1;2;6;407;1155;
2;1;2;7;408;1139;
2;1;2;8;408;1121;
2;1;2;9;408;1100;
2;1;2;10;409;1078;
2;1;2;11;409;1055;
2;1;2;12;409;1032;
2;1;2;13;409;1009;
2;1;2;14;409;986;
2;1;2;15;409;965;
2;1;2;16;408;944;
2;1;2;17;408;924;
2;1;2;18;408;905;
2;1;2;19;408;887;
2;1;2;20;408;870;
2;1;2;21;407;854;
2;1;2;22;407;838;
2;1;2;23;407;824;
2;1;2;24;407;810;
2;1;2;25;406;797;
2;1;2;26;406;784;
2;1;2;27;406;772;
2;1;2;28;405;761;
2;1;2;29;405;750;
2;1;2;30;405;740;
2;1;1.5;1;388;1165;
2;1;1.5;2;401;1193;
2;1;1.5;3;405;1200;
2;1;1.5;4;407;1199;
2;1;1.5;5;408;1195;
2;1;1.5;6;409;1188;
2;1;1.5;7;410;1179;
2;1;1.5;8;410;1169;
2;1;1.5;9;410;1157;
2;1;1.5;10;410;1143;
2;1;1.5;11;410;1128;
2;1;1.5;12;411;1112;
2;1;1.5;13;411;1095;
2;1;1.5;14;410;1077;
2;1;1.5;15;410;1059;
2;1;1.5;16;410;1041;
2;1;1.5;17;410;1023;
2;1;1.5;18;410;1006;
2;1;1.5;19;410;989;
2;1;1.5;20;410;972;
2;1;1.5;21;410;956;
2;1;1.5;22;410;940;
2;1;1.5;23;409;925;
2;1;1.5;24;409;911;
2;1;1.5;25;409;897;
2;1;1.5;26;409;884;
2;1;1.5;27;409;871;
2;1;1.5;28;408;858;
2;1;1.5;29;408;847;
2;1;1.5;30;408;835;
2;0.2;1;1;399;1200;
2;0.2;1;2;408;1221;
2;0.2;1;3;412;1226;
2;0.2;1;4;413;1227;
2;0.2;1;5;414;1225;
2;0.2;1;6;414;1222;
2;0.2;1;7;415;1218;
2;0.2;1;8;415;1213;
2;0.2;1;9;415;1207;
2;0.2;1;10;415;1201;
2;0.2;1;11;415;1194;
2;0.2;1;12;415;1186;
2;0.2;1;13;415;1177;
2;0.2;1;14;415;1168;
2;0.2;1;15;415;1158;
2;0.2;1;16;415;1148;
2;0.2;1;17;415;1137;
2;0.2;1;18;415;1125;
2;0.2;1;19;415;1113;
2;0.2;1;20;415;1101;
2;0.2;1;21;415;1089;
2;0.2;1;22;415;1076;
2;0.2;1;23;415;1064;
2;0.2;1;24;415;1051;
2;0.2;1;25;414;1039;
2;0.2;1;26;414;1026;
2;0.2;1;27;414;1014;
2;0.2;1;28;414;1002;
2;0.2;1;29;414;991;
2;0.2;1;30;414;979;
2;0.2;2;1;382;1148;
2;0.2;2;2;399;1181;
2;0.2;2;3;405;1187;
2;0.2;2;4;407;1184;
2;0.2;2;5;409;1175;
2;0.2;2;6;410;1162;
2;0.2;2;7;411;1145;
2;0.2;2;8;411;1126;
2;0.2;2;9;411;1105;
2;0.2;2;10;412;1082;
2;0.2;2;11;412;1059;
2;0.2;2;12;412;1035;
2;0.2;2;13;412;1012;
2;0.2;2;14;412;989;
2;0.2;2;15;412;967;
2;0.2;2;16;411;946;
2;0.2;2;17;411;926;
2;0.2;2;18;411;907;
2;0.2;2;19;411;889;
2;0.2;2;20;411;871;
2;0.2;2;21;410;855;
2;0.2;2;22;410;840;
2;0.2;2;23;410;825;
2;0.2;2;24;409;811;
2;0.2;2;25;409;798;
2;0.2;2;26;409;785;
2;0.2;2;27;409;773;
2;0.2;2;28;408;762;
2;0.2;2;29;408;751;
2;0.2;2;30;407;741;
2;0.2;1.5;1;391;1174;
2;0.2;1.5;2;404;1202;
2;0.2;1.5;3;408;1208;
2;0.2;1.5;4;410;1207;
2;0.2;1.5;5;412;1203;
2;0.2;1.5;6;412;1196;
2;0.2;1.5;7;413;1187;
2;0.2;1.5;8;413;1176;
2;0.2;1.5;9;413;1163;
2;0.2;1.5;10;413;1149;
2;0.2;1.5;11;414;1133;
2;0.2;1.5;12;414;1117;
2;0.2;1.5;13;414;1099;
2;0.2;1.5;14;414;1081;
2;0.2;1.5;15;413;1063;
2;0.2;1.5;16;413;1044;
2;0.2;1.5;17;413;1026;
2;0.2;1.5;18;413;1008;
2;0.2;1.5;19;413;991;
2;0.2;1.5;20;413;974;
2;0.2;1.5;21;413;958;
2;0.2;1.5;22;413;942;
2;0.2;1.5;23;412;927;
2;0.2;1.5;24;412;912;
2;0.2;1.5;25;412;898;
2;0.2;1.5;26;412;885;
2;0.2;1.5;27;412;872;
2;0.2;1.5;28;411;860;
2;0.2;1.5;29;411;848;
2;0.2;1.5;30;411;836;
2;0.4;1;1;399;1198;
2;0.4;1;2;408;1219;
2;0.4;1;3;411;1224;
2;0.4;1;4;412;1225;
2;0.4;1;5;413;1223;
2;0.4;1;6;414;1220;
2;0.4;1;7;414;1216;
2;0.4;1;8;414;1211;
2;0.4;1;9;414;1205;
2;0.4;1;10;414;1199;
2;0.4;1;11;414;1192;
2;0.4;1;12;415;1184;
2;0.4;1;13;415;1176;
2;0.4;1;14;414;1167;
2;0.4;1;15;414;1157;
2;0.4;1;16;414;1146;
2;0.4;1;17;414;1135;
2;0.4;1;18;414;1124;
2;0.4;1;19;414;1112;
2;0.4;1;20;414;1100;
2;0.4;1;21;414;1088;
2;0.4;1;22;414;1075;
2;0.4;1;23;414;1063;
2;0.4;1;24;414;1050;
2;0.4;1;25;414;1038;
2;0.4;1;26;414;1026;
2;0.4;1;27;413;1014;
2;0.4;1;28;413;1002;
2;0.4;1;29;413;990;
2;0.4;1;30;413;979;
2;0.4;2;1;381;1146;
2;0.4;2;2;398;1179;
2;0.4;2;3;404;1185;
2;0.4;2;4;407;1182;
2;0.4;2;5;408;1173;
2;0.4;2;6;409;1160;
2;0.4;2;7;410;1144;
2;0.4;2;8;410;1125;
2;0.4;2;9;411;1104;
2;0.4;2;10;411;1081;
2;0.4;2;11;411;1058;
2;0.4;2;12;411;1034;
2;0.4;2;13;411;1011;
2;0.4;2;14;411;988;
2;0.4;2;15;411;966;
2;0.4;2;16;411;945;
2;0.4;2;17;410;925;
2;0.4;2;18;410;906;
2;0.4;2;19;410;888;
2;0.4;2;20;410;871;
2;0.4;2;21;410;855;
2;0.4;2;22;409;839;
2;0.4;2;23;409;825;
2;0.4;2;24;409;811;
2;0.4;2;25;408;798;
2;0.4;2;26;408;785;
2;0.4;2;27;408;773;
2;0.4;2;28;407;762;
2;0.4;2;29;407;751;
2;0.4;2;30;407;740;
2;0.4;1.5;1;390;1171;
2;0.4;1.5;2;403;1200;
2;0.4;1.5;3;407;1206;
2;0.4;1.5;4;409;1205;
2;0.4;1.5;5;411;1201;
2;0.4;1.5;6;412;1194;
2;0.4;1.5;7;412;1185;
2;0.4;1.5;8;412;1174;
2;0.4;1.5;9;413;1162;
2;0.4;1.5;10;413;1147;
2;0.4;1.5;11;413;1132;
2;0.4;1.5;12;413;1115;
2;0.4;1.5;13;413;1098;
2;0.4;1.5;14;413;1080;
2;0.4;1.5;15;413;1062;
2;0.4;1.5;16;413;1043;
2;0.4;1.5;17;412;1025;
2;0.4;1.5;18;412;1008;
2;0.4;1.5;19;412;990;
2;0.4;1.5;20;412;974;
2;0.4;1.5;21;412;957;
2;0.4;1.5;22;412;942;
2;0.4;1.5;23;412;927;
2;0.4;1.5;24;411;912;
2;0.4;1.5;25;411;898;
2;0.4;1.5;26;411;885;
2;0.4;1.5;27;411;872;
2;0.4;1.5;28;411;859;
2;0.4;1.5;29;410;848;
2;0.4;1.5;30;410;836;
2;0.6;1;1;398;1196;
2;0.6;1;2;407;1217;
2;0.6;1;3;410;1222;
2;0.6;1;4;411;1222;
2;0.6;1;5;412;1221;
2;0.6;1;6;413;1218;
2;0.6;1;7;413;1214;
2;0.6;1;8;413;1209;
2;0.6;1;9;414;1203;
2;0.6;1;10;414;1197;
2;0.6;1;11;414;1190;
2;0.6;1;12;414;1182;
2;0.6;1;13;414;1174;
2;0.6;1;14;414;1165;
2;0.6;1;15;414;1155;
2;0.6;1;16;414;1145;
2;0.6;1;17;414;1134;
2;0.6;1;18;414;1123;
2;0.6;1;19;413;1111;
2;0.6;1;20;413;1099;
2;0.6;1;21;413;1087;
2;0.6;1;22;413;1074;
2;0.6;1;23;413;1062;
2;0.6;1;24;413;1050;
2;0.6;1;25;413;1037;
2;0.6;1;26;413;1025;
2;0.6;1;27;413;1013;
2;0.6;1;28;413;1001;
2;0.6;1;29;412;990;
2;0.6;1;30;412;978;
2;0.6;2;1;381;1144;
2;0.6;2;2;397;1177;
2;0.6;2;3;403;1183;
2;0.6;2;4;406;1180;
2;0.6;2;5;408;1171;
2;0.6;2;6;409;1158;
2;0.6;2;7;409;1142;
2;0.6;2;8;410;1124;
2;0.6;2;9;410;1103;
2;0.6;2;10;410;1080;
2;0.6;2;11;410;1057;
2;0.6;2;12;410;1033;
2;0.6;2;13;410;1010;
2;0.6;2;14;410;988;
2;0.6;2;15;410;966;
2;0.6;2;16;410;945;
2;0.6;2;17;410;925;
2;0.6;2;18;410;906;
2;0.6;2;19;409;888;
2;0.6;2;20;409;871;
2;0.6;2;21;409;855;
2;0.6;2;22;409;839;
2;0.6;2;23;408;825;
2;0.6;2;24;408;811;
2;0.6;2;25;408;797;
2;0.6;2;26;407;785;
2;0.6;2;27;407;773;
2;0.6;2;28;407;761;
2;0.6;2;29;406;750;
2;0.6;2;30;406;740;
2;0.6;1.5;1;389;1169;
2;0.6;1.5;2;402;1198;
2;0.6;1.5;3;407;1204;
2;0.6;1.5;4;409;1203;
2;0.6;1.5;5;410;1199;
2;0.6;1.5;6;411;1192;
2;0.6;1.5;7;411;1183;
2;0.6;1.5;8;412;1172;
2;0.6;1.5;9;412;1160;
2;0.6;1.5;10;412;1146;
2;0.6;1.5;11;412;1131;
2;0.6;1.5;12;412;1114;
2;0.6;1.5;13;412;1097;
2;0.6;1.5;14;412;1079;
2;0.6;1.5;15;412;1061;
2;0.6;1.5;16;412;1043;
2;0.6;1.5;17;412;1025;
2;0.6;1.5;18;412;1007;
2;0.6;1.5;19;411;990;
2;0.6;1.5;20;411;973;
2;0.6;1.5;21;411;957;
2;0.6;1.5;22;411;941;
2;0.6;1.5;23;411;926;
2;0.6;1.5;24;411;912;
2;0.6;1.5;25;410;898;
2;0.6;1.5;26;410;884;
2;0.6;1.5;27;410;871;
2;0.6;1.5;28;410;859;
2;0.6;1.5;29;410;847;
2;0.6;1.5;30;409;836;
2;0.8;1;1;397;1194;
2;0.8;1;2;406;1215;
2;0.8;1;3;409;1220;
2;0.8;1;4;411;1220;
2;0.8;1;5;412;1218;
2;0.8;1;6;412;1216;
2;0.8;1;7;412;1212;
2;0.8;1;8;413;1207;
2;0.8;1;9;413;1201;
2;0.8;1;10;413;1195;
2;0.8;1;11;413;1188;
2;0.8;1;12;413;1181;
2;0.8;1;13;413;1172;
2;0.8;1;14;413;1163;
2;0.8;1;15;413;1154;
2;0.8;1;16;413;1144;
2;0.8;1;17;413;1133;
2;0.8;1;18;413;1121;
2;0.8;1;19;413;1110;
2;0.8;1;20;413;1098;
2;0.8;1;21;413;1086;
2;0.8;1;22;412;1073;
2;0.8;1;23;412;1061;
2;0.8;1;24;412;1049;
2;0.8;1;25;412;1037;
2;0.8;1;26;412;1024;
2;0.8;1;27;412;1012;
2;0.8;1;28;412;1001;
2;0.8;1;29;412;989;
2;0.8;1;30;412;978;
2;0.8;2;1;380;1142;
2;0.8;2;2;397;1175;
2;0.8;2;3;402;1181;
2;0.8;2;4;405;1178;
2;0.8;2;5;407;1169;
2;0.8;2;6;408;1157;
2;0.8;2;7;409;1141;
2;0.8;2;8;409;1122;
2;0.8;2;9;409;1101;
2;0.8;2;10;409;1079;
2;0.8;2;11;409;1056;
2;0.8;2;12;409;1033;
2;0.8;2;13;409;1010;
2;0.8;2;14;409;987;
2;0.8;2;15;409;965;
2;0.8;2;16;409;944;
2;0.8;2;17;409;924;
2;0.8;2;18;409;906;
2;0.8;2;19;409;888;
2;0.8;2;20;408;870;
2;0.8;2;21;408;854;
2;0.8;2;22;408;839;
2;0.8;2;23;408;824;
2;0.8;2;24;407;810;
2;0.8;2;25;407;797;
2;0.8;2;26;407;785;
2;0.8;2;27;406;773;
2;0.8;2;28;406;761;
2;0.8;2;29;406;750;
2;0.8;2;30;405;740;
2;0.8;1.5;1;388;1167;
2;0.8;1.5;2;401;1195;
2;0.8;1.5;3;406;1202;
2;0.8;1.5;4;408;1201;
2;0.8;1.5;5;409;1197;
2;0.8;1.5;6;410;1190;
2;0.8;1.5;7;410;1181;
2;0.8;1.5;8;411;1171;
